t	y	t0	t1	sd	sd_label	l_t
0.964824120603015	0.6666666666666666	0	20	3	sd=3	-4.115620629785922
0.964824120603015	0.6666666666666666	0	20	6	sd=6	-2.8433005526361366
0.964824120603015	0.6666666666666666	0	20	9	sd=9	-2.2171256794394676
0.964824120603015	0.6666666666666666	0	20	12	sd=12	-1.8558659111685585
0.964824120603015	0.6666666666666666	0	28	1	sd=1	-7.134662581743202
0.964824120603015	0.6666666666666666	0	28	3	sd=3	-4.7931669515379065
0.964824120603015	0.6666666666666666	0	28	6	sd=6	-3.4577087906507167
0.964824120603015	0.6666666666666666	0	28	9	sd=9	-2.749464731515749
0.964824120603015	0.6666666666666666	0	28	12	sd=12	-2.3048534194562587
0.964824120603015	0.6666666666666666	0	36	1	sd=1	-7.651985526303301
0.964824120603015	0.6666666666666666	0	36	3	sd=3	-5.301823575106454
0.964824120603015	0.6666666666666666	0	36	6	sd=6	-3.939184505832917
0.964824120603015	0.6666666666666666	0	36	9	sd=9	-3.191662331612192
0.964824120603015	0.6666666666666666	0	36	12	sd=12	-2.7018504492918054
0.964824120603015	0.6666666666666666	0	48	1	sd=1	-8.240347426628826
0.964824120603015	0.6666666666666666	0	48	3	sd=3	-5.88445537545742
0.964824120603015	0.6666666666666666	0	48	6	sd=6	-4.503296014379004
0.964824120603015	0.6666666666666666	0	48	9	sd=9	-3.7274505247466747
0.964824120603015	0.6666666666666666	0	48	12	sd=12	-3.2025429165584636
0.964824120603015	0.7777777777777777	0	12	1	sd=1	-5.979978848528571
0.964824120603015	0.7777777777777777	0	12	3	sd=3	-3.4478019246182376
0.964824120603015	0.7777777777777777	0	12	6	sd=6	-2.199040282141303
0.964824120603015	0.7777777777777777	0	12	9	sd=9	-1.6956473543854362
0.964824120603015	0.7777777777777777	0	12	12	sd=12	-1.4522191241552187
0.964824120603015	0.7777777777777777	0	20	1	sd=1	-7.23953029729011
0.964824120603015	0.7777777777777777	0	20	3	sd=3	-4.615664859213441
0.964824120603015	0.7777777777777777	0	20	6	sd=6	-3.1406856577270585
0.964824120603015	0.7777777777777777	0	20	9	sd=9	-2.411927390665043
0.964824120603015	0.7777777777777777	0	20	12	sd=12	-1.9910833439368096
0.964824120603015	0.7777777777777777	0	28	1	sd=1	-8.054946855944422
0.964824120603015	0.7777777777777777	0	28	3	sd=3	-5.406135567924089
0.964824120603015	0.7777777777777777	0	28	6	sd=6	-3.8574952687440685
0.964824120603015	0.7777777777777777	0	28	9	sd=9	-3.0329896180873708
0.964824120603015	0.7777777777777777	0	28	12	sd=12	-2.514902103605793
0.964824120603015	0.7777777777777777	0	36	1	sd=1	-8.658490291264538
0.964824120603015	0.7777777777777777	0	36	3	sd=3	-5.999568295420728
0.964824120603015	0.7777777777777777	0	36	6	sd=6	-4.419216936456635
0.964824120603015	0.7777777777777777	0	36	9	sd=9	-3.548886818199888
0.964824120603015	0.7777777777777777	0	36	12	sd=12	-2.9780653050805976
0.964824120603015	0.7777777777777777	0	48	1	sd=1	-9.344912508310985
0.964824120603015	0.7777777777777777	0	48	3	sd=3	-6.679305395830188
0.964824120603015	0.7777777777777777	0	48	6	sd=6	-5.077347029760404
0.964824120603015	0.7777777777777777	0	48	9	sd=9	-4.173973043523451
0.964824120603015	0.7777777777777777	0	48	12	sd=12	-3.562206516891699
0.964824120603015	0.8888888888888888	0	12	1	sd=1	-6.603839121670386
0.964824120603015	0.8888888888888888	0	12	3	sd=3	-3.781008591960728
0.964824120603015	0.8888888888888888	0	12	6	sd=6	-2.3619046192914026
0.964824120603015	0.8888888888888888	0	12	9	sd=9	-1.7881233461424964
0.964824120603015	0.8888888888888888	0	12	12	sd=12	-1.5104559540975284
0.964824120603015	0.8888888888888888	0	20	1	sd=1	-8.0433264916835725
0.964824120603015	0.8888888888888888	0	20	3	sd=3	-5.115709088640958
0.964824120603015	0.8888888888888888	0	20	6	sd=6	-3.4380707628179805
0.964824120603015	0.8888888888888888	0	20	9	sd=9	-2.6067291018906187
0.964824120603015	0.8888888888888888	0	20	12	sd=12	-2.126300776705061
0.964824120603015	0.8888888888888888	0	28	1	sd=1	-8.975231130145644
0.964824120603015	0.8888888888888888	0	28	3	sd=3	-6.0191041843102715
0.964824120603015	0.8888888888888888	0	28	6	sd=6	-4.257281746837421
0.964824120603015	0.8888888888888888	0	28	9	sd=9	-3.316514504658994
0.964824120603015	0.8888888888888888	0	28	12	sd=12	-2.7249507877553274
0.964824120603015	0.8888888888888888	0	36	1	sd=1	-9.664995056225777
0.964824120603015	0.8888888888888888	0	36	3	sd=3	-6.697313015735001
0.964824120603015	0.8888888888888888	0	36	6	sd=6	-4.899249367080354
0.964824120603015	0.8888888888888888	0	36	9	sd=9	-3.906111304787584
0.964824120603015	0.8888888888888888	0	36	12	sd=12	-3.2542801608693903
0.964824120603015	0.8888888888888888	0	48	1	sd=1	-10.449477589993146
0.964824120603015	0.8888888888888888	0	48	3	sd=3	-7.474155416202956
0.964824120603015	0.8888888888888888	0	48	6	sd=6	-5.651398045141805
0.964824120603015	0.8888888888888888	0	48	9	sd=9	-4.620495562300228
0.964824120603015	0.8888888888888888	0	48	12	sd=12	-3.921870117224934
0.964824120603015	1	0	12	1	sd=1	-7.2276993948122
0.964824120603015	1	0	12	3	sd=3	-4.114215259303218
0.964824120603015	1	0	12	6	sd=6	-2.524768956441503
0.964824120603015	1	0	12	9	sd=9	-1.8805993378995567
0.964824120603015	1	0	12	12	sd=12	-1.568692784039838
0.964824120603015	1	0	20	1	sd=1	-8.847122686077036
0.964824120603015	1	0	20	3	sd=3	-5.615753318068478
0.964824120603015	1	0	20	6	sd=6	-3.735455867908903
0.964824120603015	1	0	20	9	sd=9	-2.801530813116194
0.964824120603015	1	0	20	12	sd=12	-2.261518209473312
0.964824120603015	1	0	28	1	sd=1	-9.895515404346867
0.964824120603015	1	0	28	3	sd=3	-6.632072800696455
0.964824120603015	1	0	28	6	sd=6	-4.657068224930773
0.964824120603015	1	0	28	9	sd=9	-3.600039391230616
0.964824120603015	1	0	28	12	sd=12	-2.934999471904862
0.964824120603015	1	0	36	1	sd=1	-10.671499821187016
0.964824120603015	1	0	36	3	sd=3	-7.395057736049276
0.964824120603015	1	0	36	6	sd=6	-5.379281797704073
0.964824120603015	1	0	36	9	sd=9	-4.2633357913752805
0.964824120603015	1	0	36	12	sd=12	-3.5304950166581825
0.964824120603015	1	0	48	1	sd=1	-11.554042671675305
0.964824120603015	1	0	48	3	sd=3	-8.269005436575725
0.964824120603015	1	0	48	6	sd=6	-6.225449060523205
0.964824120603015	1	0	48	9	sd=9	-5.067018081077005
0.964824120603015	1	0	48	12	sd=12	-4.28153371755817
1.2060301507537687	0	0	12	1	sd=1	-1.8595203817466603
1.2060301507537687	0	0	12	3	sd=3	-1.156281415340827
1.2060301507537687	0	0	12	6	sd=6	-1.069721020843668
1.2060301507537687	0	0	12	9	sd=9	-1.053128344274744
1.2060301507537687	0	0	12	12	sd=12	-1.0472772715439804
1.2060301507537687	0	0	20	1	sd=1	-1.8595203817466603
1.2060301507537687	0	0	20	3	sd=3	-1.156281415340827
1.2060301507537687	0	0	20	6	sd=6	-1.069721020843668
1.2060301507537687	0	0	20	9	sd=9	-1.053128344274744
1.2060301507537687	0	0	20	12	sd=12	-1.0472772715439804
1.2060301507537687	0	0	28	1	sd=1	-1.8595203817466603
1.2060301507537687	0	0	28	3	sd=3	-1.156281415340827
1.2060301507537687	0	0	28	6	sd=6	-1.069721020843668
1.2060301507537687	0	0	28	9	sd=9	-1.053128344274744
1.2060301507537687	0	0	28	12	sd=12	-1.0472772715439804
1.2060301507537687	0	0	36	1	sd=1	-1.8595203817466603
1.2060301507537687	0	0	36	3	sd=3	-1.156281415340827
1.2060301507537687	0	0	36	6	sd=6	-1.069721020843668
1.2060301507537687	0	0	36	9	sd=9	-1.053128344274744
1.2060301507537687	0	0	36	12	sd=12	-1.0472772715439804
1.2060301507537687	0	0	48	1	sd=1	-1.8595203817466603
1.2060301507537687	0	0	48	3	sd=3	-1.156281415340827
1.2060301507537687	0	0	48	6	sd=6	-1.069721020843668
1.2060301507537687	0	0	48	9	sd=9	-1.053128344274744
1.2060301507537687	0	0	48	12	sd=12	-1.0472772715439804
1.2060301507537687	0.1111111111111111	0	12	1	sd=1	-2.448739594647688
1.2060301507537687	0.1111111111111111	0	12	3	sd=3	-1.4785410976551987
1.2060301507537687	0.1111111111111111	0	12	6	sd=6	-1.2268016258827548
1.2060301507537687	0.1111111111111111	0	12	9	sd=9	-1.141948090318067
1.2060301507537687	0.1111111111111111	0	12	12	sd=12	-1.1030569014699085
1.2060301507537687	0.1111111111111111	0	20	1	sd=1	-2.631693416279689
1.2060301507537687	0.1111111111111111	0	20	3	sd=3	-1.6477310791807849
1.2060301507537687	0.1111111111111111	0	20	6	sd=6	-1.3623751285149748
1.2060301507537687	0.1111111111111111	0	20	9	sd=9	-1.2444693905050261
1.2060301507537687	0.1111111111111111	0	20	12	sd=12	-1.1798379415120415
1.2060301507537687	0.1111111111111111	0	28	1	sd=1	-2.749429618988802
1.2060301507537687	0.1111111111111111	0	28	3	sd=3	-1.7617877890393645
1.2060301507537687	0.1111111111111111	0	28	6	sd=6	-1.4655979147520855
1.2060301507537687	0.1111111111111111	0	28	9	sd=9	-1.3336771214540775
1.2060301507537687	0.1111111111111111	0	28	12	sd=12	-1.2548866909361853
1.2060301507537687	0.1111111111111111	0	36	1	sd=1	-2.83633015026619
1.2060301507537687	0.1111111111111111	0	36	3	sd=3	-1.847209463350524
1.2060301507537687	0.1111111111111111	0	36	6	sd=6	-1.5463867071196569
1.2060301507537687	0.1111111111111111	0	36	9	sd=9	-1.4077853659219663
1.2060301507537687	0.1111111111111111	0	36	12	sd=12	-1.321327611846114
1.2060301507537687	0.1111111111111111	0	48	1	sd=1	-2.9349772811500374
1.2060301507537687	0.1111111111111111	0	48	3	sd=3	-1.9448841867639797
1.2060301507537687	0.1111111111111111	0	48	6	sd=6	-1.6409201798601505
1.2060301507537687	0.1111111111111111	0	48	9	sd=9	-1.4975197880870874
1.2060301507537687	0.1111111111111111	0	48	12	sd=12	-1.40512360488961
1.2060301507537687	0.2222222222222222	0	12	1	sd=1	-3.0379588075487165
1.2060301507537687	0.2222222222222222	0	12	3	sd=3	-1.8008007799695704
1.2060301507537687	0.2222222222222222	0	12	6	sd=6	-1.3838822309218415
1.2060301507537687	0.2222222222222222	0	12	9	sd=9	-1.2307678363613903
1.2060301507537687	0.2222222222222222	0	12	12	sd=12	-1.1588365313958369
1.2060301507537687	0.2222222222222222	0	20	1	sd=1	-3.4038664508127177
1.2060301507537687	0.2222222222222222	0	20	3	sd=3	-2.1391807430207432
1.2060301507537687	0.2222222222222222	0	20	6	sd=6	-1.6550292361862815
1.2060301507537687	0.2222222222222222	0	20	9	sd=9	-1.4358104367353084
1.2060301507537687	0.2222222222222222	0	20	12	sd=12	-1.3123986114801025
1.2060301507537687	0.2222222222222222	0	28	1	sd=1	-3.6393388562309443
1.2060301507537687	0.2222222222222222	0	28	3	sd=3	-2.367294162737902
1.2060301507537687	0.2222222222222222	0	28	6	sd=6	-1.8614748086605026
1.2060301507537687	0.2222222222222222	0	28	9	sd=9	-1.614225898633411
1.2060301507537687	0.2222222222222222	0	28	12	sd=12	-1.4624961103283904
1.2060301507537687	0.2222222222222222	0	36	1	sd=1	-3.8131399187857205
1.2060301507537687	0.2222222222222222	0	36	3	sd=3	-2.538137511360221
1.2060301507537687	0.2222222222222222	0	36	6	sd=6	-2.0230523933956457
1.2060301507537687	0.2222222222222222	0	36	9	sd=9	-1.7624423875691888
1.2060301507537687	0.2222222222222222	0	36	12	sd=12	-1.5953779521482476
1.2060301507537687	0.2222222222222222	0	48	1	sd=1	-4.010434180553416
1.2060301507537687	0.2222222222222222	0	48	3	sd=3	-2.7334869581871324
1.2060301507537687	0.2222222222222222	0	48	6	sd=6	-2.212119338876633
1.2060301507537687	0.2222222222222222	0	48	9	sd=9	-1.941911231899431
1.2060301507537687	0.2222222222222222	0	48	12	sd=12	-1.7629699382352397
1.2060301507537687	0.3333333333333333	0	12	1	sd=1	-3.627178020449745
1.2060301507537687	0.3333333333333333	0	12	3	sd=3	-2.1230604622839424
1.2060301507537687	0.3333333333333333	0	12	6	sd=6	-1.5409628359609284
1.2060301507537687	0.3333333333333333	0	12	9	sd=9	-1.3195875824047132
1.2060301507537687	0.3333333333333333	0	12	12	sd=12	-1.2146161613217652
1.2060301507537687	0.3333333333333333	0	20	1	sd=1	-4.176039485345747
1.2060301507537687	0.3333333333333333	0	20	3	sd=3	-2.630630406860701
1.2060301507537687	0.3333333333333333	0	20	6	sd=6	-1.9476833438575882
1.2060301507537687	0.3333333333333333	0	20	9	sd=9	-1.6271514829655906
1.2060301507537687	0.3333333333333333	0	20	12	sd=12	-1.4449592814481638
1.2060301507537687	0.3333333333333333	0	28	1	sd=1	-4.529248093473086
1.2060301507537687	0.3333333333333333	0	28	3	sd=3	-2.9728005364364396
1.2060301507537687	0.3333333333333333	0	28	6	sd=6	-2.2573517025689203
1.2060301507537687	0.3333333333333333	0	28	9	sd=9	-1.8947746758127446
1.2060301507537687	0.3333333333333333	0	28	12	sd=12	-1.6701055297205953
1.2060301507537687	0.3333333333333333	0	36	1	sd=1	-4.789949687305251
1.2060301507537687	0.3333333333333333	0	36	3	sd=3	-3.2290655593699187
1.2060301507537687	0.3333333333333333	0	36	6	sd=6	-2.4997180796716343
1.2060301507537687	0.3333333333333333	0	36	9	sd=9	-2.117099409216411
1.2060301507537687	0.3333333333333333	0	36	12	sd=12	-1.8694282924503813
1.2060301507537687	0.3333333333333333	0	48	1	sd=1	-5.085891079956793
1.2060301507537687	0.3333333333333333	0	48	3	sd=3	-3.5220897296102853
1.2060301507537687	0.3333333333333333	0	48	6	sd=6	-2.7833184978931156
1.2060301507537687	0.3333333333333333	0	48	9	sd=9	-2.3863026757117742
1.2060301507537687	0.3333333333333333	0	48	12	sd=12	-2.1208162715808694
1.2060301507537687	0.4444444444444444	0	12	1	sd=1	-4.216397233350772
1.2060301507537687	0.4444444444444444	0	12	3	sd=3	-2.4453201445983144
1.2060301507537687	0.4444444444444444	0	12	6	sd=6	-1.6980434410000154
1.2060301507537687	0.4444444444444444	0	12	9	sd=9	-1.4084073284480363
1.2060301507537687	0.4444444444444444	0	12	12	sd=12	-1.2703957912476933
1.2060301507537687	0.4444444444444444	0	20	1	sd=1	-4.948212519878775
1.2060301507537687	0.4444444444444444	0	20	3	sd=3	-3.1220800707006595
1.2060301507537687	0.4444444444444444	0	20	6	sd=6	-2.240337451528895
1.2060301507537687	0.4444444444444444	0	20	9	sd=9	-1.8184925291958725
1.2060301507537687	0.4444444444444444	0	20	12	sd=12	-1.5775199514162246
1.2060301507537687	0.4444444444444444	0	28	1	sd=1	-5.419157330715228
1.2060301507537687	0.4444444444444444	0	28	3	sd=3	-3.5783069101349776
1.2060301507537687	0.4444444444444444	0	28	6	sd=6	-2.653228596477337
1.2060301507537687	0.4444444444444444	0	28	9	sd=9	-2.1753234529920777
1.2060301507537687	0.4444444444444444	0	28	12	sd=12	-1.8777149491128005
1.2060301507537687	0.4444444444444444	0	36	1	sd=1	-5.766759455824781
1.2060301507537687	0.4444444444444444	0	36	3	sd=3	-3.9199936073796158
1.2060301507537687	0.4444444444444444	0	36	6	sd=6	-2.9763837659476233
1.2060301507537687	0.4444444444444444	0	36	9	sd=9	-2.4717564308636333
1.2060301507537687	0.4444444444444444	0	36	12	sd=12	-2.143478632752515
1.2060301507537687	0.4444444444444444	0	48	1	sd=1	-6.161347979360171
1.2060301507537687	0.4444444444444444	0	48	3	sd=3	-4.310692501033438
1.2060301507537687	0.4444444444444444	0	48	6	sd=6	-3.354517656909598
1.2060301507537687	0.4444444444444444	0	48	9	sd=9	-2.8306941195241175
1.2060301507537687	0.4444444444444444	0	48	12	sd=12	-2.478662604926499
1.2060301507537687	0.5555555555555556	0	12	1	sd=1	-4.805616446251801
1.2060301507537687	0.5555555555555556	0	12	3	sd=3	-2.767579826912686
1.2060301507537687	0.5555555555555556	0	12	6	sd=6	-1.855124046039102
1.2060301507537687	0.5555555555555556	0	12	9	sd=9	-1.4972270744913594
1.2060301507537687	0.5555555555555556	0	12	12	sd=12	-1.3261754211736214
1.2060301507537687	0.5555555555555556	0	20	1	sd=1	-5.720385554411805
1.2060301507537687	0.5555555555555556	0	20	3	sd=3	-3.6135297345406174
1.2060301507537687	0.5555555555555556	0	20	6	sd=6	-2.5329915592002017
1.2060301507537687	0.5555555555555556	0	20	9	sd=9	-2.0098335754261547
1.2060301507537687	0.5555555555555556	0	20	12	sd=12	-1.7100806213842858
1.2060301507537687	0.5555555555555556	0	28	1	sd=1	-6.3090665679573705
1.2060301507537687	0.5555555555555556	0	28	3	sd=3	-4.183813283833516
1.2060301507537687	0.5555555555555556	0	28	6	sd=6	-3.0491054903857546
1.2060301507537687	0.5555555555555556	0	28	9	sd=9	-2.4558722301714115
1.2060301507537687	0.5555555555555556	0	28	12	sd=12	-2.0853243685050056
1.2060301507537687	0.5555555555555556	0	36	1	sd=1	-6.743569224344311
1.2060301507537687	0.5555555555555556	0	36	3	sd=3	-4.610921655389314
1.2060301507537687	0.5555555555555556	0	36	6	sd=6	-3.4530494522236124
1.2060301507537687	0.5555555555555556	0	36	9	sd=9	-2.8264134525108555
1.2060301507537687	0.5555555555555556	0	36	12	sd=12	-2.4175289730546488
1.2060301507537687	0.5555555555555556	0	48	1	sd=1	-7.236804878763548
1.2060301507537687	0.5555555555555556	0	48	3	sd=3	-5.099295272456591
1.2060301507537687	0.5555555555555556	0	48	6	sd=6	-3.925716815926081
1.2060301507537687	0.5555555555555556	0	48	9	sd=9	-3.2750855633364613
1.2060301507537687	0.5555555555555556	0	48	12	sd=12	-2.8365089382721287
1.2060301507537687	0.6666666666666666	0	12	1	sd=1	-5.394835659152829
1.2060301507537687	0.6666666666666666	0	12	3	sd=3	-3.089839509227058
1.2060301507537687	0.6666666666666666	0	12	6	sd=6	-2.012204651078189
1.2060301507537687	0.6666666666666666	0	12	9	sd=9	-1.5860468205346825
1.2060301507537687	0.6666666666666666	0	12	12	sd=12	-1.3819550510995497
1.2060301507537687	0.6666666666666666	0	20	1	sd=1	-6.492558588944833
1.2060301507537687	0.6666666666666666	0	20	3	sd=3	-4.104979398380576
1.2060301507537687	0.6666666666666666	0	20	6	sd=6	-2.8256456668715084
1.2060301507537687	0.6666666666666666	0	20	9	sd=9	-2.201174621656437
1.2060301507537687	0.6666666666666666	0	20	12	sd=12	-1.8426412913523469
1.2060301507537687	0.6666666666666666	0	28	1	sd=1	-7.198975805199512
1.2060301507537687	0.6666666666666666	0	28	3	sd=3	-4.789319657532053
1.2060301507537687	0.6666666666666666	0	28	6	sd=6	-3.444982384294172
1.2060301507537687	0.6666666666666666	0	28	9	sd=9	-2.736421007350745
1.2060301507537687	0.6666666666666666	0	28	12	sd=12	-2.2929337878972103
1.2060301507537687	0.6666666666666666	0	36	1	sd=1	-7.720378992863841
1.2060301507537687	0.6666666666666666	0	36	3	sd=3	-5.301849703399011
1.2060301507537687	0.6666666666666666	0	36	6	sd=6	-3.929715138499601
1.2060301507537687	0.6666666666666666	0	36	9	sd=9	-3.1810704741580778
1.2060301507537687	0.6666666666666666	0	36	12	sd=12	-2.691579313356782
1.2060301507537687	0.6666666666666666	0	48	1	sd=1	-8.312261778166926
1.2060301507537687	0.6666666666666666	0	48	3	sd=3	-5.887898043879744
1.2060301507537687	0.6666666666666666	0	48	6	sd=6	-4.496915974942563
1.2060301507537687	0.6666666666666666	0	48	9	sd=9	-3.7194770071488046
1.2060301507537687	0.6666666666666666	0	48	12	sd=12	-3.194355271617758
1.2060301507537687	0.7777777777777777	0	12	1	sd=1	-5.984054872053857
1.2060301507537687	0.7777777777777777	0	12	3	sd=3	-3.4120991915414294
1.2060301507537687	0.7777777777777777	0	12	6	sd=6	-2.1692852561172753
1.2060301507537687	0.7777777777777777	0	12	9	sd=9	-1.6748665665780054
1.2060301507537687	0.7777777777777777	0	12	12	sd=12	-1.4377346810254779
1.2060301507537687	0.7777777777777777	0	20	1	sd=1	-7.264731623477862
1.2060301507537687	0.7777777777777777	0	20	3	sd=3	-4.596429062220533
1.2060301507537687	0.7777777777777777	0	20	6	sd=6	-3.118299774542815
1.2060301507537687	0.7777777777777777	0	20	9	sd=9	-2.3925156678867188
1.2060301507537687	0.7777777777777777	0	20	12	sd=12	-1.975201961320408
1.2060301507537687	0.7777777777777777	0	28	1	sd=1	-8.088885042441653
1.2060301507537687	0.7777777777777777	0	28	3	sd=3	-5.39482603123059
1.2060301507537687	0.7777777777777777	0	28	6	sd=6	-3.840859278202589
1.2060301507537687	0.7777777777777777	0	28	9	sd=9	-3.0169697845300782
1.2060301507537687	0.7777777777777777	0	28	12	sd=12	-2.5005432072894154
1.2060301507537687	0.7777777777777777	0	36	1	sd=1	-8.69718876138337
1.2060301507537687	0.7777777777777777	0	36	3	sd=3	-5.992777751408707
1.2060301507537687	0.7777777777777777	0	36	6	sd=6	-4.40638082477559
1.2060301507537687	0.7777777777777777	0	36	9	sd=9	-3.5357274958053
1.2060301507537687	0.7777777777777777	0	36	12	sd=12	-2.9656296536589157
1.2060301507537687	0.7777777777777777	0	48	1	sd=1	-9.387718677570302
1.2060301507537687	0.7777777777777777	0	48	3	sd=3	-6.676500815302895
1.2060301507537687	0.7777777777777777	0	48	6	sd=6	-5.0681151339590444
1.2060301507537687	0.7777777777777777	0	48	9	sd=9	-4.163868450961147
1.2060301507537687	0.7777777777777777	0	48	12	sd=12	-3.5522016049633875
1.2060301507537687	0.8888888888888888	0	12	1	sd=1	-6.5732740849548845
1.2060301507537687	0.8888888888888888	0	12	3	sd=3	-3.7343588738558013
1.2060301507537687	0.8888888888888888	0	12	6	sd=6	-2.3263658611563622
1.2060301507537687	0.8888888888888888	0	12	9	sd=9	-1.7636863126213285
1.2060301507537687	0.8888888888888888	0	12	12	sd=12	-1.4935143109514062
1.2060301507537687	0.8888888888888888	0	20	1	sd=1	-8.03690465801089
1.2060301507537687	0.8888888888888888	0	20	3	sd=3	-5.087878726060492
1.2060301507537687	0.8888888888888888	0	20	6	sd=6	-3.4109538822141214
1.2060301507537687	0.8888888888888888	0	20	9	sd=9	-2.583856714117001
1.2060301507537687	0.8888888888888888	0	20	12	sd=12	-2.1077626312884687
1.2060301507537687	0.8888888888888888	0	28	1	sd=1	-8.978794279683797
1.2060301507537687	0.8888888888888888	0	28	3	sd=3	-6.000332404929128
1.2060301507537687	0.8888888888888888	0	28	6	sd=6	-4.236736172111007
1.2060301507537687	0.8888888888888888	0	28	9	sd=9	-3.2975185617094116
1.2060301507537687	0.8888888888888888	0	28	12	sd=12	-2.7081526266816205
1.2060301507537687	0.8888888888888888	0	36	1	sd=1	-9.673998529902901
1.2060301507537687	0.8888888888888888	0	36	3	sd=3	-6.683705799418404
1.2060301507537687	0.8888888888888888	0	36	6	sd=6	-4.883046511051579
1.2060301507537687	0.8888888888888888	0	36	9	sd=9	-3.8903845174525222
1.2060301507537687	0.8888888888888888	0	36	12	sd=12	-3.239679993961049
1.2060301507537687	0.8888888888888888	0	48	1	sd=1	-10.463175576973681
1.2060301507537687	0.8888888888888888	0	48	3	sd=3	-7.465103586726049
1.2060301507537687	0.8888888888888888	0	48	6	sd=6	-5.639314292975528
1.2060301507537687	0.8888888888888888	0	48	9	sd=9	-4.608259894773491
1.2060301507537687	0.8888888888888888	0	48	12	sd=12	-3.9100479383090176
1.2060301507537687	1	0	12	1	sd=1	-7.162493297855914
1.2060301507537687	1	0	12	3	sd=3	-4.056618556170173
1.2060301507537687	1	0	12	6	sd=6	-2.483446466195449
1.2060301507537687	1	0	12	9	sd=9	-1.8525060586646516
1.2060301507537687	1	0	12	12	sd=12	-1.5492939408773343
1.2060301507537687	1	0	20	1	sd=1	-8.80907769254392
1.2060301507537687	1	0	20	3	sd=3	-5.57932838990045
1.2060301507537687	1	0	20	6	sd=6	-3.7036079898854286
1.2060301507537687	1	0	20	9	sd=9	-2.7751977603472833
1.2060301507537687	1	0	20	12	sd=12	-2.24032330125653
1.2060301507537687	1	0	28	1	sd=1	-9.868703516925939
1.2060301507537687	1	0	28	3	sd=3	-6.605838778627666
1.2060301507537687	1	0	28	6	sd=6	-4.632613066019424
1.2060301507537687	1	0	28	9	sd=9	-3.5780673388887454
1.2060301507537687	1	0	28	12	sd=12	-2.9157620460738256
1.2060301507537687	1	0	36	1	sd=1	-10.650808298422431
1.2060301507537687	1	0	36	3	sd=3	-7.374633847428102
1.2060301507537687	1	0	36	6	sd=6	-5.359712197327568
1.2060301507537687	1	0	36	9	sd=9	-4.245041539099745
1.2060301507537687	1	0	36	12	sd=12	-3.513730334263183
1.2060301507537687	1	0	48	1	sd=1	-11.538632476377058
1.2060301507537687	1	0	48	3	sd=3	-8.253706358149202
1.2060301507537687	1	0	48	6	sd=6	-6.210513451992011
1.2060301507537687	1	0	48	9	sd=9	-5.052651338585835
1.2060301507537687	1	0	48	12	sd=12	-4.267894271654647
1.4472361809045227	0	0	12	1	sd=1	-2.114464190198101
1.4472361809045227	0	0	12	3	sd=3	-1.2048317975377982
1.4472361809045227	0	0	12	6	sd=6	-1.0827334000531186
1.4472361809045227	0	0	12	9	sd=9	-1.0589899220906036
1.4472361809045227	0	0	12	12	sd=12	-1.050590110134897
1.4472361809045227	0	0	20	1	sd=1	-2.114464190198101
1.4472361809045227	0	0	20	3	sd=3	-1.2048317975377982
1.4472361809045227	0	0	20	6	sd=6	-1.0827334000531186
1.4472361809045227	0	0	20	9	sd=9	-1.0589899220906036
1.4472361809045227	0	0	20	12	sd=12	-1.050590110134897
1.4472361809045227	0	0	28	1	sd=1	-2.114464190198101
1.4472361809045227	0	0	28	3	sd=3	-1.2048317975377982
1.4472361809045227	0	0	28	6	sd=6	-1.0827334000531186
1.4472361809045227	0	0	28	9	sd=9	-1.0589899220906036
1.4472361809045227	0	0	28	12	sd=12	-1.050590110134897
1.4472361809045227	0	0	36	1	sd=1	-2.114464190198101
1.4472361809045227	0	0	36	3	sd=3	-1.2048317975377982
1.4472361809045227	0	0	36	6	sd=6	-1.0827334000531186
1.4472361809045227	0	0	36	9	sd=9	-1.0589899220906036
1.4472361809045227	0	0	36	12	sd=12	-1.050590110134897
1.4472361809045227	0	0	48	1	sd=1	-2.114464190198101
1.4472361809045227	0	0	48	3	sd=3	-1.2048317975377982
1.4472361809045227	0	0	48	6	sd=6	-1.0827334000531186
1.4472361809045227	0	0	48	9	sd=9	-1.0589899220906036
1.4472361809045227	0	0	48	12	sd=12	-1.050590110134897
1.4472361809045227	0.1111111111111111	0	12	1	sd=1	-2.667953035652006
1.4472361809045227	0.1111111111111111	0	12	3	sd=3	-1.5151917660523961
1.4472361809045227	0.1111111111111111	0	12	6	sd=6	-1.2337525206295334
1.4472361809045227	0.1111111111111111	0	12	9	sd=9	-1.1440482865717823
1.4472361809045227	0.1111111111111111	0	12	12	sd=12	-1.1038665473453095
1.4472361809045227	0.1111111111111111	0	20	1	sd=1	-2.854028927300918
1.4472361809045227	0.1111111111111111	0	20	3	sd=3	-1.6867925807593613
1.4472361809045227	0.1111111111111111	0	20	6	sd=6	-1.3703728719014596
1.4472361809045227	0.1111111111111111	0	20	9	sd=9	-1.2467398186002496
1.4472361809045227	0.1111111111111111	0	20	12	sd=12	-1.180424622468919
1.4472361809045227	0.1111111111111111	0	28	1	sd=1	-2.9730404491620446
1.4472361809045227	0.1111111111111111	0	28	3	sd=3	-1.8020037285077555
1.4472361809045227	0.1111111111111111	0	28	6	sd=6	-1.4744271582467239
1.4472361809045227	0.1111111111111111	0	28	9	sd=9	-1.336432149278669
