t	y	t0	t1	sd	sd_label	l_t
0	0.2222222222222222	0	36	1	sd=1	-3.1981983430746146
0	0.2222222222222222	0	36	3	sd=3	-2.4698739178893816
0	0.2222222222222222	0	36	6	sd=6	-2.0212004305620646
0	0.2222222222222222	0	36	9	sd=9	-1.7721289632853248
0	0.2222222222222222	0	36	12	sd=12	-1.6079701349193931
0	0.2222222222222222	0	48	1	sd=1	-3.389761610929604
0	0.2222222222222222	0	48	3	sd=3	-2.659658238960475
0	0.2222222222222222	0	48	6	sd=6	-2.205223291328745
0	0.2222222222222222	0	48	9	sd=9	-1.9473062203372198
0	0.2222222222222222	0	48	12	sd=12	-1.7721289632853248
0	0.3333333333333333	0	12	1	sd=1	-3.1849504914141136
0	0.3333333333333333	0	12	3	sd=3	-2.138333059508028
0	0.3333333333333333	0	12	6	sd=6	-1.589026915173973
0	0.3333333333333333	0	12	9	sd=9	-1.3577151541999166
0	0.3333333333333333	0	12	12	sd=12	-1.2424533248940004
0	0.3333333333333333	0	20	1	sd=1	-3.6913732248694555
0	0.3333333333333333	0	20	3	sd=3	-2.612275608154214
0	0.3333333333333333	0	20	6	sd=6	-1.9798772041246684
0	0.3333333333333333	0	20	9	sd=9	-1.6616735281705717
0	0.3333333333333333	0	20	12	sd=12	-1.475134949738617
0	0.3333333333333333	0	28	1	sd=1	-4.026625576774548
0	0.3333333333333333	0	28	3	sd=3	-2.938089195825093
0	0.3333333333333333	0	28	6	sd=6	-2.277522899402762
0	0.3333333333333333	0	28	9	sd=9	-1.9220438877496653
0	0.3333333333333333	0	28	12	sd=12	-1.6968812015873187
0	0.3333333333333333	0	36	1	sd=1	-4.277437129191964
0	0.3333333333333333	0	36	3	sd=3	-3.1849504914141136
0	0.3333333333333333	0	36	6	sd=6	-2.5119402604231382
0	0.3333333333333333	0	36	9	sd=9	-2.138333059508028
0	0.3333333333333333	0	36	12	sd=12	-1.8920948169591307
0	0.3333333333333333	0	48	1	sd=1	-4.564782030974447
0	0.3333333333333333	0	48	3	sd=3	-3.4696269730207536
0	0.3333333333333333	0	48	6	sd=6	-2.787974551573158
0	0.3333333333333333	0	48	9	sd=9	-2.4010989450858706
0	0.3333333333333333	0	48	12	sd=12	-2.138333059508028
0	0.4444444444444444	0	12	1	sd=1	-3.9000270649388455
0	0.4444444444444444	0	12	3	sd=3	-2.5045371557307314
0	0.4444444444444444	0	12	6	sd=6	-1.7721289632853243
0	0.4444444444444444	0	12	9	sd=9	-1.4637132819865826
0	0.4444444444444444	0	12	12	sd=12	-1.3100308429120275
0	0.4444444444444444	0	20	1	sd=1	-4.575257376212635
0	0.4444444444444444	0	20	3	sd=3	-3.1364605539256463
0	0.4444444444444444	0	20	6	sd=6	-2.2932626818862514
0	0.4444444444444444	0	20	9	sd=9	-1.8689911139474562
0	0.4444444444444444	0	20	12	sd=12	-1.6202730093715165
0	0.4444444444444444	0	28	1	sd=1	-5.022260512086091
0	0.4444444444444444	0	28	3	sd=3	-3.570878670820152
0	0.4444444444444444	0	28	6	sd=6	-2.6901236089237095
0	0.4444444444444444	0	28	9	sd=9	-2.2161515933862472
0	0.4444444444444444	0	28	12	sd=12	-1.915934678503119
0	0.4444444444444444	0	36	1	sd=1	-5.356675915309311
0	0.4444444444444444	0	36	3	sd=3	-3.9000270649388455
0	0.4444444444444444	0	36	6	sd=6	-3.0026800902842115
0	0.4444444444444444	0	36	9	sd=9	-2.5045371557307314
0	0.4444444444444444	0	36	12	sd=12	-2.176219498998868
0	0.4444444444444444	0	48	1	sd=1	-5.7398024510192895
0	0.4444444444444444	0	48	3	sd=3	-4.2795957070810315
0	0.4444444444444444	0	48	6	sd=6	-3.3707258118175716
0	0.4444444444444444	0	48	9	sd=9	-2.8548916698345215
0	0.4444444444444444	0	48	12	sd=12	-2.5045371557307314
0	0.5555555555555556	0	12	1	sd=1	-4.6151036384635775
0	0.5555555555555556	0	12	3	sd=3	-2.8707412519534348
0	0.5555555555555556	0	12	6	sd=6	-1.9552310113966764
0	0.5555555555555556	0	12	9	sd=9	-1.5697114097732485
0	0.5555555555555556	0	12	12	sd=12	-1.3776083609300551
0	0.5555555555555556	0	20	1	sd=1	-5.459141527555815
0	0.5555555555555556	0	20	3	sd=3	-3.660645499697078
0	0.5555555555555556	0	20	6	sd=6	-2.606648159647835
0	0.5555555555555556	0	20	9	sd=9	-2.0763086997243407
0	0.5555555555555556	0	20	12	sd=12	-1.7654110690044162
0	0.5555555555555556	0	28	1	sd=1	-6.0178954473976365
0	0.5555555555555556	0	28	3	sd=3	-4.20366814581521
0	0.5555555555555556	0	28	6	sd=6	-3.1027243184446576
0	0.5555555555555556	0	28	9	sd=9	-2.5102592990228296
0	0.5555555555555556	0	28	12	sd=12	-2.134988155418919
0	0.5555555555555556	0	36	1	sd=1	-6.435914701426661
0	0.5555555555555556	0	36	3	sd=3	-4.6151036384635775
0	0.5555555555555556	0	36	6	sd=6	-3.493419920145285
0	0.5555555555555556	0	36	9	sd=9	-2.8707412519534348
0	0.5555555555555556	0	36	12	sd=12	-2.460344181038606
0	0.5555555555555556	0	48	1	sd=1	-6.914822871064134
0	0.5555555555555556	0	48	3	sd=3	-5.089564441141311
0	0.5555555555555556	0	48	6	sd=6	-3.953477072061985
0	0.5555555555555556	0	48	9	sd=9	-3.3086843945831728
0	0.5555555555555556	0	48	12	sd=12	-2.8707412519534348
0	0.6666666666666666	0	12	1	sd=1	-5.330180211988309
0	0.6666666666666666	0	12	3	sd=3	-3.236945348176138
0	0.6666666666666666	0	12	6	sd=6	-2.1383330595080277
0	0.6666666666666666	0	12	9	sd=9	-1.6757095375599147
0	0.6666666666666666	0	12	12	sd=12	-1.4451858789480823
0	0.6666666666666666	0	20	1	sd=1	-6.343025678898993
0	0.6666666666666666	0	20	3	sd=3	-4.18483044546851
0	0.6666666666666666	0	20	6	sd=6	-2.9200336374094182
0	0.6666666666666666	0	20	9	sd=9	-2.2836262855012253
0	0.6666666666666666	0	20	12	sd=12	-1.9105491286373157
0	0.6666666666666666	0	28	1	sd=1	-7.013530382709178
0	0.6666666666666666	0	28	3	sd=3	-4.836457620810268
0	0.6666666666666666	0	28	6	sd=6	-3.515325027965605
0	0.6666666666666666	0	28	9	sd=9	-2.804367004659412
0	0.6666666666666666	0	28	12	sd=12	-2.3540416323347193
0	0.6666666666666666	0	36	1	sd=1	-7.5151534875440085
0	0.6666666666666666	0	36	3	sd=3	-5.330180211988309
0	0.6666666666666666	0	36	6	sd=6	-3.9841597500063584
0	0.6666666666666666	0	36	9	sd=9	-3.236945348176138
0	0.6666666666666666	0	36	12	sd=12	-2.7444688630783434
0	0.6666666666666666	0	48	1	sd=1	-8.089843291108977
0	0.6666666666666666	0	48	3	sd=3	-5.899533175201589
0	0.6666666666666666	0	48	6	sd=6	-4.536228332306398
0	0.6666666666666666	0	48	9	sd=9	-3.762477119331823
0	0.6666666666666666	0	48	12	sd=12	-3.236945348176138
0	0.7777777777777777	0	12	1	sd=1	-6.04525678551304
0	0.7777777777777777	0	12	3	sd=3	-3.603149444398841
0	0.7777777777777777	0	12	6	sd=6	-2.3214351076193793
0	0.7777777777777777	0	12	9	sd=9	-1.7817076653465809
0	0.7777777777777777	0	12	12	sd=12	-1.5127633969661098
0	0.7777777777777777	0	20	1	sd=1	-7.226909830242171
0	0.7777777777777777	0	20	3	sd=3	-4.709015391239942
0	0.7777777777777777	0	20	6	sd=6	-3.2334191151710017
0	0.7777777777777777	0	20	9	sd=9	-2.49094387127811
0	0.7777777777777777	0	20	12	sd=12	-2.0556871882702152
0	0.7777777777777777	0	28	1	sd=1	-8.009165318020722
0	0.7777777777777777	0	28	3	sd=3	-5.469247095805326
0	0.7777777777777777	0	28	6	sd=6	-3.927925737486553
0	0.7777777777777777	0	28	9	sd=9	-3.0984747102959944
0	0.7777777777777777	0	28	12	sd=12	-2.573095109250519
0	0.7777777777777777	0	36	1	sd=1	-8.594392273661358
0	0.7777777777777777	0	36	3	sd=3	-6.04525678551304
0	0.7777777777777777	0	36	6	sd=6	-4.474899579867431
0	0.7777777777777777	0	36	9	sd=9	-3.603149444398841
0	0.7777777777777777	0	36	12	sd=12	-3.0285935451180808
0	0.7777777777777777	0	48	1	sd=1	-9.264863711153819
0	0.7777777777777777	0	48	3	sd=3	-6.709501909261866
0	0.7777777777777777	0	48	6	sd=6	-5.118979592550811
0	0.7777777777777777	0	48	9	sd=9	-4.216269844080474
0	0.7777777777777777	0	48	12	sd=12	-3.603149444398841
0	0.8888888888888888	0	12	1	sd=1	-6.760333359037773
0	0.8888888888888888	0	12	3	sd=3	-3.9693535406215443
0	0.8888888888888888	0	12	6	sd=6	-2.5045371557307305
0	0.8888888888888888	0	12	9	sd=9	-1.887705793133247
0	0.8888888888888888	0	12	12	sd=12	-1.5803409149841372
0	0.8888888888888888	0	20	1	sd=1	-8.110793981585351
0	0.8888888888888888	0	20	3	sd=3	-5.233200337011374
0	0.8888888888888888	0	20	6	sd=6	-3.5468045929325847
0	0.8888888888888888	0	20	9	sd=9	-2.698261457054994
0	0.8888888888888888	0	20	12	sd=12	-2.200825247903115
0	0.8888888888888888	0	28	1	sd=1	-9.004800253332265
0	0.8888888888888888	0	28	3	sd=3	-6.102036570800386
0	0.8888888888888888	0	28	6	sd=6	-4.340526447007501
0	0.8888888888888888	0	28	9	sd=9	-3.3925824159325764
0	0.8888888888888888	0	28	12	sd=12	-2.7921485861663196
0	0.8888888888888888	0	36	1	sd=1	-9.673631059778705
0	0.8888888888888888	0	36	3	sd=3	-6.760333359037773
0	0.8888888888888888	0	36	6	sd=6	-4.965639409728505
0	0.8888888888888888	0	36	9	sd=9	-3.9693535406215443
0	0.8888888888888888	0	36	12	sd=12	-3.312718227157818
0	0.8888888888888888	0	48	1	sd=1	-10.439884131198662
0	0.8888888888888888	0	48	3	sd=3	-7.519470643322146
0	0.8888888888888888	0	48	6	sd=6	-5.701730852795225
0	0.8888888888888888	0	48	9	sd=9	-4.670062568829125
0	0.8888888888888888	0	48	12	sd=12	-3.9693535406215443
0	1	0	12	1	sd=1	-7.4754099325625045
0	1	0	12	3	sd=3	-4.335557636844248
0	1	0	12	6	sd=6	-2.6876392038420827
0	1	0	12	9	sd=9	-1.9937039209199132
0	1	0	12	12	sd=12	-1.6479184330021646
0	1	0	20	1	sd=1	-8.99467813292853
0	1	0	20	3	sd=3	-5.757385282782806
0	1	0	20	6	sd=6	-3.8601900706941685
0	1	0	20	9	sd=9	-2.905579042831879
0	1	0	20	12	sd=12	-2.3459633075360147
0	1	0	28	1	sd=1	-10.00043518864381
0	1	0	28	3	sd=3	-6.734826045795444
0	1	0	28	6	sd=6	-4.753127156528449
0	1	0	28	9	sd=9	-3.686690121569159
0	1	0	28	12	sd=12	-3.01120206308212
0	1	0	36	1	sd=1	-10.752869845896054
0	1	0	36	3	sd=3	-7.4754099325625045
0	1	0	36	6	sd=6	-5.4563792395895785
0	1	0	36	9	sd=9	-4.335557636844248
0	1	0	36	12	sd=12	-3.596842909197556
0	1	0	48	1	sd=1	-11.614904551243505
0	1	0	48	3	sd=3	-8.329439377382425
0	1	0	48	6	sd=6	-6.284482113039639
0	1	0	48	9	sd=9	-5.123855293577776
0	1	0	48	12	sd=12	-4.335557636844248
0.24120603015075376	0	0	12	1	sd=1	-1.0827334000531186
0.24120603015075376	0	0	12	3	sd=3	-1.0445613145590518
0.24120603015075376	0	0	12	6	sd=6	-1.0409323719861365
0.24120603015075376	0	0	12	9	sd=9	-1.0402593810630287
0.24120603015075376	0	0	12	12	sd=12	-1.040023762887407
0.24120603015075376	0	0	20	1	sd=1	-1.0827334000531186
0.24120603015075376	0	0	20	3	sd=3	-1.0445613145590518
0.24120603015075376	0	0	20	6	sd=6	-1.0409323719861365
0.24120603015075376	0	0	20	9	sd=9	-1.0402593810630287
0.24120603015075376	0	0	20	12	sd=12	-1.040023762887407
0.24120603015075376	0	0	28	1	sd=1	-1.0827334000531186
0.24120603015075376	0	0	28	3	sd=3	-1.0445613145590518
0.24120603015075376	0	0	28	6	sd=6	-1.0409323719861365
0.24120603015075376	0	0	28	9	sd=9	-1.0402593810630287
0.24120603015075376	0	0	28	12	sd=12	-1.040023762887407
0.24120603015075376	0	0	36	1	sd=1	-1.0827334000531186
0.24120603015075376	0	0	36	3	sd=3	-1.0445613145590518
0.24120603015075376	0	0	36	6	sd=6	-1.0409323719861365
0.24120603015075376	0	0	36	9	sd=9	-1.0402593810630287
0.24120603015075376	0	0	36	12	sd=12	-1.040023762887407
0.24120603015075376	0	0	48	1	sd=1	-1.0827334000531186
0.24120603015075376	0	0	48	3	sd=3	-1.0445613145590518
0.24120603015075376	0	0	48	6	sd=6	-1.0409323719861365
0.24120603015075376	0	0	48	9	sd=9	-1.0402593810630287
0.24120603015075376	0	0	48	12	sd=12	-1.040023762887407
0.24120603015075376	0.1111111111111111	0	12	1	sd=1	-1.7863569701706519
0.24120603015075376	0.1111111111111111	0	12	3	sd=3	-1.404224914892287
0.24120603015075376	0.1111111111111111	0	12	6	sd=6	-1.219418193795272
0.24120603015075376	0.1111111111111111	0	12	9	sd=9	-1.1430467336558527
0.24120603015075376	0.1111111111111111	0	12	12	sd=12	-1.105341876272752
0.24120603015075376	0.1111111111111111	0	20	1	sd=1	-1.95781419834959
0.24120603015075376	0.1111111111111111	0	20	3	sd=3	-1.5643400871818876
0.24120603015075376	0.1111111111111111	0	20	6	sd=6	-1.3507620317694595
0.24120603015075376	0.1111111111111111	0	20	9	sd=9	-1.2446485486154302
0.24120603015075376	0.1111111111111111	0	20	12	sd=12	-1.1827886396199738
0.24120603015075376	0.1111111111111111	0	28	1	sd=1	-2.0707126161803164
0.24120603015075376	0.1111111111111111	0	28	3	sd=3	-1.673994288539252
0.24120603015075376	0.1111111111111111	0	28	6	sd=6	-1.450759024867684
0.24120603015075376	0.1111111111111111	0	28	9	sd=9	-1.331920722698364
0.24120603015075376	0.1111111111111111	0	28	12	sd=12	-1.2569393392864912
0.24120603015075376	0.1111111111111111	0	36	1	sd=1	-2.15495557648713
0.24120603015075376	0.1111111111111111	0	36	3	sd=3	-1.7568900468529283
0.24120603015075376	0.1111111111111111	0	36	6	sd=6	-1.5294153712388598
0.24120603015075376	0.1111111111111111	0	36	9	sd=9	-1.4044132094224153
0.24120603015075376	0.1111111111111111	0	36	12	sd=12	-1.322283559045965
0.24120603015075376	0.1111111111111111	0	48	1	sd=1	-2.251296838183864
0.24120603015075376	0.1111111111111111	0	48	3	sd=3	-1.8523260285943717
0.24120603015075376	0.1111111111111111	0	48	6	sd=6	-1.621920881387587
0.24120603015075376	0.1111111111111111	0	48	9	sd=9	-1.492423832973122
0.24120603015075376	0.1111111111111111	0	48	12	sd=12	-1.4047023513347003
0.24120603015075376	0.2222222222222222	0	12	1	sd=1	-2.4899805402881854
0.24120603015075376	0.2222222222222222	0	12	3	sd=3	-1.7638885152255224
0.24120603015075376	0.2222222222222222	0	12	6	sd=6	-1.3979040156044076
0.24120603015075376	0.2222222222222222	0	12	9	sd=9	-1.245834086248677
0.24120603015075376	0.2222222222222222	0	12	12	sd=12	-1.1706599896580971
0.24120603015075376	0.2222222222222222	0	20	1	sd=1	-2.8328949966460613
0.24120603015075376	0.2222222222222222	0	20	3	sd=3	-2.0841188598047236
0.24120603015075376	0.2222222222222222	0	20	6	sd=6	-1.6605916915527827
0.24120603015075376	0.2222222222222222	0	20	9	sd=9	-1.4490377161678318
0.24120603015075376	0.2222222222222222	0	20	12	sd=12	-1.3255535163525405
0.24120603015075376	0.2222222222222222	0	28	1	sd=1	-3.058691832307514
0.24120603015075376	0.2222222222222222	0	28	3	sd=3	-2.3034272625194525
0.24120603015075376	0.2222222222222222	0	28	6	sd=6	-1.8605856777492316
0.24120603015075376	0.2222222222222222	0	28	9	sd=9	-1.6235820643336993
0.24120603015075376	0.2222222222222222	0	28	12	sd=12	-1.4738549156855756
0.24120603015075376	0.2222222222222222	0	36	1	sd=1	-3.2271777529211416
0.24120603015075376	0.2222222222222222	0	36	3	sd=3	-2.469218779146805
0.24120603015075376	0.2222222222222222	0	36	6	sd=6	-2.017898370491583
0.24120603015075376	0.2222222222222222	0	36	9	sd=9	-1.768567037781802
0.24120603015075376	0.2222222222222222	0	36	12	sd=12	-1.6045433552045232
0.24120603015075376	0.2222222222222222	0	48	1	sd=1	-3.4198602763146093
0.24120603015075376	0.2222222222222222	0	48	3	sd=3	-2.660090742629692
0.24120603015075376	0.2222222222222222	0	48	6	sd=6	-2.2029093907890376
0.24120603015075376	0.2222222222222222	0	48	9	sd=9	-1.9445882848832157
0.24120603015075376	0.2222222222222222	0	48	12	sd=12	-1.7693809397819935
0.24120603015075376	0.3333333333333333	0	12	1	sd=1	-3.1936041104057185
0.24120603015075376	0.3333333333333333	0	12	3	sd=3	-2.123552115558758
0.24120603015075376	0.3333333333333333	0	12	6	sd=6	-1.5763898374135432
0.24120603015075376	0.3333333333333333	0	12	9	sd=9	-1.348621438841501
0.24120603015075376	0.3333333333333333	0	12	12	sd=12	-1.2359781030434425
0.24120603015075376	0.3333333333333333	0	20	1	sd=1	-3.707975794942533
0.24120603015075376	0.3333333333333333	0	20	3	sd=3	-2.60389763242756
0.24120603015075376	0.3333333333333333	0	20	6	sd=6	-1.9704213513361057
0.24120603015075376	0.3333333333333333	0	20	9	sd=9	-1.6534268837202335
0.24120603015075376	0.3333333333333333	0	20	12	sd=12	-1.4683183930851076
0.24120603015075376	0.3333333333333333	0	28	1	sd=1	-4.046671048434712
0.24120603015075376	0.3333333333333333	0	28	3	sd=3	-2.9328602364996526
0.24120603015075376	0.3333333333333333	0	28	6	sd=6	-2.270412330630779
0.24120603015075376	0.3333333333333333	0	28	9	sd=9	-1.9152434059690346
0.24120603015075376	0.3333333333333333	0	28	12	sd=12	-1.6907704920846598
0.24120603015075376	0.3333333333333333	0	36	1	sd=1	-4.299399929355154
0.24120603015075376	0.3333333333333333	0	36	3	sd=3	-3.181547511440681
0.24120603015075376	0.3333333333333333	0	36	6	sd=6	-2.5063813697443065
0.24120603015075376	0.3333333333333333	0	36	9	sd=9	-2.1327208661411885
0.24120603015075376	0.3333333333333333	0	36	12	sd=12	-1.8868031513630812
0.24120603015075376	0.3333333333333333	0	48	1	sd=1	-4.588423714445355
0.24120603015075376	0.3333333333333333	0	48	3	sd=3	-3.4678554566650117
0.24120603015075376	0.3333333333333333	0	48	6	sd=6	-2.783897900190488
0.24120603015075376	0.3333333333333333	0	48	9	sd=9	-2.3967527367933092
0.24120603015075376	0.3333333333333333	0	48	12	sd=12	-2.134059528229287
0.24120603015075376	0.4444444444444444	0	12	1	sd=1	-3.897227680523252
0.24120603015075376	0.4444444444444444	0	12	3	sd=3	-2.483215715891993
0.24120603015075376	0.4444444444444444	0	12	6	sd=6	-1.7548756592226789
0.24120603015075376	0.4444444444444444	0	12	9	sd=9	-1.451408791434325
0.24120603015075376	0.4444444444444444	0	12	12	sd=12	-1.3012962164287873
0.24120603015075376	0.4444444444444444	0	20	1	sd=1	-4.583056593239004
0.24120603015075376	0.4444444444444444	0	20	3	sd=3	-3.1236764050503956
0.24120603015075376	0.4444444444444444	0	20	6	sd=6	-2.2802510111194287
0.24120603015075376	0.4444444444444444	0	20	9	sd=9	-1.8578160512726347
0.24120603015075376	0.4444444444444444	0	20	12	sd=12	-1.6110832698176742
0.24120603015075376	0.4444444444444444	0	28	1	sd=1	-5.034650264561909
0.24120603015075376	0.4444444444444444	0	28	3	sd=3	-3.562293210479853
0.24120603015075376	0.4444444444444444	0	28	6	sd=6	-2.6802389835123264
0.24120603015075376	0.4444444444444444	0	28	9	sd=9	-2.20690474760437
0.24120603015075376	0.4444444444444444	0	28	12	sd=12	-1.9076860684837442
0.24120603015075376	0.4444444444444444	0	36	1	sd=1	-5.371622105789164
0.24120603015075376	0.4444444444444444	0	36	3	sd=3	-3.893876243734558
0.24120603015075376	0.4444444444444444	0	36	6	sd=6	-2.9948643689970296
0.24120603015075376	0.4444444444444444	0	36	9	sd=9	-2.4968746945005753
0.24120603015075376	0.4444444444444444	0	36	12	sd=12	-2.169062947521639
0.24120603015075376	0.4444444444444444	0	48	1	sd=1	-5.7569871525761
0.24120603015075376	0.4444444444444444	0	48	3	sd=3	-4.275620170700332
0.24120603015075376	0.4444444444444444	0	48	6	sd=6	-3.3648864095919384
0.24120603015075376	0.4444444444444444	0	48	9	sd=9	-2.8489171887034024
0.24120603015075376	0.4444444444444444	0	48	12	sd=12	-2.4987381166765803
0.24120603015075376	0.5555555555555556	0	12	1	sd=1	-4.600851250640785
0.24120603015075376	0.5555555555555556	0	12	3	sd=3	-2.842879316225228
0.24120603015075376	0.5555555555555556	0	12	6	sd=6	-1.9333614810318143
0.24120603015075376	0.5555555555555556	0	12	9	sd=9	-1.5541961440271492
0.24120603015075376	0.5555555555555556	0	12	12	sd=12	-1.3666143298141327
0.24120603015075376	0.5555555555555556	0	20	1	sd=1	-5.458137391535476
0.24120603015075376	0.5555555555555556	0	20	3	sd=3	-3.643455177673232
0.24120603015075376	0.5555555555555556	0	20	6	sd=6	-2.590080670902752
0.24120603015075376	0.5555555555555556	0	20	9	sd=9	-2.062205218825037
0.24120603015075376	0.5555555555555556	0	20	12	sd=12	-1.7538481465502411
0.24120603015075376	0.5555555555555556	0	28	1	sd=1	-6.022629480689107
0.24120603015075376	0.5555555555555556	0	28	3	sd=3	-4.1917261844600535
0.24120603015075376	0.5555555555555556	0	28	6	sd=6	-3.0900656363938745
0.24120603015075376	0.5555555555555556	0	28	9	sd=9	-2.4985660892397057
0.24120603015075376	0.5555555555555556	0	28	12	sd=12	-2.1246016448828287
0.24120603015075376	0.5555555555555556	0	36	1	sd=1	-6.443844282223178
0.24120603015075376	0.5555555555555556	0	36	3	sd=3	-4.606204976028435
0.24120603015075376	0.5555555555555556	0	36	6	sd=6	-3.4833473682497536
0.24120603015075376	0.5555555555555556	0	36	9	sd=9	-2.8610285228599617
0.24120603015075376	0.5555555555555556	0	36	12	sd=12	-2.451322743680197
0.24120603015075376	0.5555555555555556	0	48	1	sd=1	-6.9255505907068455
0.24120603015075376	0.5555555555555556	0	48	3	sd=3	-5.083384884735652
0.24120603015075376	0.5555555555555556	0	48	6	sd=6	-3.9458749189933893
0.24120603015075376	0.5555555555555556	0	48	9	sd=9	-3.301081640613497
0.24120603015075376	0.5555555555555556	0	48	12	sd=12	-2.863416705123874
0.24120603015075376	0.6666666666666666	0	12	1	sd=1	-5.304474820758318
0.24120603015075376	0.6666666666666666	0	12	3	sd=3	-3.2025429165584636
0.24120603015075376	0.6666666666666666	0	12	6	sd=6	-2.1118473028409497
0.24120603015075376	0.6666666666666666	0	12	9	sd=9	-1.6569834966199732
0.24120603015075376	0.6666666666666666	0	12	12	sd=12	-1.4319324431994778
0.24120603015075376	0.6666666666666666	0	20	1	sd=1	-6.333218189831947
0.24120603015075376	0.6666666666666666	0	20	3	sd=3	-4.163233950296068
0.24120603015075376	0.6666666666666666	0	20	6	sd=6	-2.8999103306860747
0.24120603015075376	0.6666666666666666	0	20	9	sd=9	-2.266594386377438
0.24120603015075376	0.6666666666666666	0	20	12	sd=12	-1.896613023282808
0.24120603015075376	0.6666666666666666	0	28	1	sd=1	-7.010608696816305
0.24120603015075376	0.6666666666666666	0	28	3	sd=3	-4.8211591584402536
0.24120603015075376	0.6666666666666666	0	28	6	sd=6	-3.499892289275422
0.24120603015075376	0.6666666666666666	0	28	9	sd=9	-2.7902274308750408
0.24120603015075376	0.6666666666666666	0	28	12	sd=12	-2.341517221281913
0.24120603015075376	0.6666666666666666	0	36	1	sd=1	-7.516066458657188
0.24120603015075376	0.6666666666666666	0	36	3	sd=3	-5.3185337083223105
0.24120603015075376	0.6666666666666666	0	36	6	sd=6	-3.9718303675024766
0.24120603015075376	0.6666666666666666	0	36	9	sd=9	-3.2251823512193485
0.24120603015075376	0.6666666666666666	0	36	12	sd=12	-2.733582539838755
0.24120603015075376	0.6666666666666666	0	48	1	sd=1	-8.094114028837591
