scale	df	condition	treatment	dose_uM	t	density	density_se	n_wells
3	2	treatment	Esomeprazole	4e-4	0	9.00986485459808e-9	NA	3
3	2	treatment	Esomeprazole	4e-4	0.1	9.475110526990046e-9	NA	3
3	2	treatment	Esomeprazole	4e-4	0.2	9.94058416816365e-9	NA	3
3	2	treatment	Esomeprazole	4e-4	0.30000000000000004	1.0404259756425166e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	0.4	1.0864167315116973e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	0.5	1.1318429344471136e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	0.6000000000000001	1.1765294855853944e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	0.7000000000000001	1.2203169985563369e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	0.8	1.263064434068562e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	0.9	1.3046512441416125e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	1	1.3449789857497123e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	1.1	1.3839723875541083e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	1.2000000000000002	1.421579876399305e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	1.3	1.4577735910592686e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	1.4000000000000001	1.492548928327458e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	1.5	1.5259236802799643e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	1.6	1.5579368310893115e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	1.7000000000000002	1.5886470871091692e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	1.8	1.6181312153867063e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	1.9000000000000001	1.646482263753247e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	2	1.673807730848626e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	2.1	1.7002277475302584e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	2.2	1.7258733228196417e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	2.3000000000000003	1.7508846985038065e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	2.4000000000000004	1.775409847318012e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	2.5	1.7996031407687044e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	2.6	1.823624204462902e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	2.7	1.8476369715678073e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	2.8000000000000003	1.871808938856698e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	2.9000000000000004	1.8963106247896752e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	3	1.9213152252026653e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	3.1	1.9469984593928137e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	3.2	1.9735385975775832e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	3.3000000000000003	2.0011166597651386e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	3.4000000000000004	2.02991677586497e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	3.5	2.0601266972615272e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	3.6	2.0919384509595552e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	3.7	2.1255491286637e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	3.8000000000000003	2.1611618046877287e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	3.9000000000000004	2.1989865783240005e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	4	2.239241738164928e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	4.1000000000000005	2.2821550478289634e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	4.2	2.327965154533514e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	4.3	2.3769231239849747e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	4.4	2.429294107096353e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	4.5	2.4853591460695344e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	4.6000000000000005	2.5454171294312433e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	4.7	2.609786907663052e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	4.800000000000001	2.6788095831354756e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	4.9	2.752850990166148e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	5	2.8323043831681976e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	5.1000000000000005	2.9175933530764577e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	5.2	3.009174994508772e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	5.300000000000001	3.107543348511774e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	5.4	3.213233148204789e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	5.5	3.326823897214772e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	5.6000000000000005	3.448944313505462e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	5.7	3.5802771740015486e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	5.800000000000001	3.721564598346764e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	5.9	3.8736138131545985e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	6	4.037303441216992e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	6.1000000000000005	4.213590363307455e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	6.2	4.4035172033730214e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	6.300000000000001	4.608220491045302e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	6.4	4.8289395584001285e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	6.5	5.067026230696045e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	6.6000000000000005	5.323955373253961e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	6.7	5.601336358635971e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	6.800000000000001	5.900925519556011e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	6.9	6.224639653379909e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	7	6.574570643314358e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	7.1000000000000005	6.953001259169278e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	7.2	7.36242219650925e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	7.300000000000001	7.805550406677469e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	7.4	8.285348761062849e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	7.5	8.805047080548222e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	7.6000000000000005	9.368164544693491e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	7.7	9.978533474138538e-8	NA	3
3	2	treatment	Esomeprazole	4e-4	7.800000000000001	1.0640324453292588e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	7.9	1.1358072727709327e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	8	1.2136705770910996e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	8.1	1.2981571867926223e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	8.200000000000001	1.3898469506748333e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	8.3	1.489367730359987e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	8.4	1.5973984112859117e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	8.5	1.7146718887543524e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	8.6	1.8419779761503343e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	8.700000000000001	1.9801661720707595e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	8.8	2.1301482119471066e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	8.9	2.2929003180410528e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	9	2.4694650497484286e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	9.1	2.660952644407507e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	9.200000000000001	2.8685417278321547e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	9.3	3.09347926431329e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	9.4	3.3370796087002364e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	9.5	3.6007225194258375e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	9.600000000000001	3.8858499921159617e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	9.700000000000001	4.193961779975115e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	9.8	4.5266094807768195e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	9.9	4.885389092268378e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	10	5.271931969268929e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	10.100000000000001	5.687894157604558e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	10.200000000000001	6.134944132745013e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	10.3	6.614749034558824e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	10.4	7.128959563178513e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	10.5	7.679193782975659e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	10.600000000000001	8.26702016946464e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	10.700000000000001	8.893940324022757e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	10.8	9.561371869066919e-7	NA	3
3	2	treatment	Esomeprazole	4e-4	10.9	1.0270632116371254e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	11	1.1022923167597366e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	11.100000000000001	1.1819319152707008e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	11.200000000000001	1.2660756332838529e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	11.3	1.3548026784468928e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	11.4	1.448177633765461e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	11.5	1.5462507361217946e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	11.600000000000001	1.649058687276712e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	11.700000000000001	1.7566260304864756e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	11.8	1.8689671086695547e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	11.9	1.986088601197641e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	12	2.1079926169077913e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	12.100000000000001	2.234680302041008e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	12.200000000000001	2.366155904677711e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	12.3	2.50243122302418e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	12.4	2.6435303545184155e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	12.5	2.7894946568699276e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	12.600000000000001	2.9403878311925664e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	12.700000000000001	3.0963010413281873e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	12.8	3.2573579920036664e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	12.9	3.4237199009571253e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	13	3.595590315792284e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	13.100000000000001	3.7732197440493233e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	13.200000000000001	3.956910083780468e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	13.3	4.147018860756416e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	13.4	4.343963296394489e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	13.5	4.548224246837288e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	13.600000000000001	4.760350067782977e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	13.700000000000001	4.980960471314877e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	13.8	5.2107504499692245e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	13.9	5.4504943496686464e-06	NA	3
3	2	treatment	Esomeprazole	4e-4	14	5.7010501770764036e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	14.100000000000001	5.9633642287015955e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	14.200000000000001	6.238476129054362e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	14.3	6.527524363610021e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	14.4	6.831752389672059e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	14.5	7.15251540472845e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	14.600000000000001	7.491287847708907e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	14.700000000000001	7.8496717039164e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	14.8	8.2294056793229e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	14.9	8.632375304348281e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	15	9.0606240210856e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	15.100000000000001	9.516365301004347e-6	NA	3
3	2	treatment	Esomeprazole	4e-4	15.200000000000001	1.000199583209853e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	15.3	1.052010980502901e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	15.4	1.1073514316454179e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	15.5	1.1665245894144731e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	15.600000000000001	1.2298588131964232e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	15.700000000000001	1.2977090402949037e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	15.8	1.370458759478752e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	15.9	1.4485220783578581e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	16	1.5323458728044173e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	16.1	1.6224120027075206e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	16.2	1.7192395737881752e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	16.3	1.8233872200024545e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	16.400000000000002	1.935455375186159e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	16.5	2.0560884960658458e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	16.6	2.1859771916233866e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	16.7	2.3258602061352473e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	16.8	2.4765261951589334e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	16.900000000000002	2.63881522551843e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	17	2.813619922216659e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	17.1	3.00188617756964e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	17.2	3.2046133311478363e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	17.3	3.422853723926388e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	17.400000000000002	3.657711527029713e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	17.5	3.910340745360763e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	17.6	4.181942300106579e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	17.7	4.4737601024206e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	17.8	4.7870760444570683e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	17.900000000000002	5.123203854113351e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	18	5.4834817870816005e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	18.1	5.869264164531982e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	18.2	6.281911807088629e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	18.3	6.722781465446757e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	18.400000000000002	7.193214404130566e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	18.5	7.694524356096113e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	18.6	8.227985129977858e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	18.7	8.794818215970456e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	18.8	9.396180797176032e-5	NA	3
3	2	treatment	Esomeprazole	4e-4	18.900000000000002	1.0033154626787571e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	19	1.0706736273488077e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	19.1	1.1417829263645029e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	19.200000000000003	1.2167238655435519e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	19.3	1.2955668563635375e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	19.400000000000002	1.3783723112589092e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	19.5	1.4651911228030022e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	19.6	1.5560655587445633e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	19.700000000000003	1.651030593635674e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	19.8	1.7501156849395055e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	19.900000000000002	1.8533469876928316e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	20	1.9607499877956819e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	20.1	2.0723525206768132e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	20.200000000000003	2.188188130269628e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	20.3	2.3082997137084698e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	20.400000000000002	2.4327433905762296e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	20.5	2.5615925323063383e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	20.6	2.694941887714503e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	20.700000000000003	2.832911744535591e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	20.8	2.9756520740372534e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	20.900000000000002	3.1233466157360205e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	21	3.2762168713844635e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	21.1	3.434525990934342e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	21.200000000000003	3.598582547382245e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	21.3	3.768744211500336e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	21.400000000000002	3.945421350814756e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	21.5	4.129080589224831e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	21.6	4.3202483740033834e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	21.700000000000003	4.5195146052828193e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	21.8	4.727536389401849e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	21.900000000000002	4.945041981693983e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	22	5.172834986489492e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	22.1	5.411798882502014e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	22.200000000000003	5.662901940515259e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	22.3	5.927202597656096e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	22.400000000000002	6.205855348638935e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	22.5	6.500117209417851e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	22.6	6.811354802697684e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	22.700000000000003	7.141052107825336e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	22.8	7.490818909566297e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	22.900000000000002	7.862399971097017e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	23	8.257684945935531e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	23.1	8.678719031218246e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	23.200000000000003	9.127714350297757e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	23.3	9.607062035682931e-4	NA	3
3	2	treatment	Esomeprazole	4e-4	23.400000000000002	0.0010119344963250385	NA	3
3	2	treatment	Esomeprazole	4e-4	23.5	0.0010667351064986886	NA	3
3	2	treatment	Esomeprazole	4e-4	23.6	0.0011254087119495597	NA	3
3	2	treatment	Esomeprazole	4e-4	23.700000000000003	0.0011882792886616833	NA	3
3	2	treatment	Esomeprazole	4e-4	23.8	0.0012556955413963722	NA	3
3	2	treatment	Esomeprazole	4e-4	23.900000000000002	0.0013280323298473793	NA	3
3	2	treatment	Esomeprazole	4e-4	24	0.0014056920634520093	NA	3
3	2	treatment	Esomeprazole	4e-4	24.1	0.0014891060321350355	NA	3
3	2	treatment	Esomeprazole	4e-4	24.200000000000003	0.0015787356336308424	NA	3
3	2	treatment	Esomeprazole	4e-4	24.3	0.0016750734506442695	NA	3
3	2	treatment	Esomeprazole	4e-4	24.400000000000002	0.0017786441230129239	NA	3
3	2	treatment	Esomeprazole	4e-4	24.5	0.0018900049512977457	NA	3
3	2	treatment	Esomeprazole	4e-4	24.6	0.002009746159024661	NA	3
3	2	treatment	Esomeprazole	4e-4	24.700000000000003	0.0021384907313253846	NA	3
3	2	treatment	Esomeprazole	4e-4	24.8	0.002276893738337441	NA	3
3	2	treatment	Esomeprazole	4e-4	24.900000000000002	0.002425641042824138	NA	3
3	2	treatment	Esomeprazole	4e-4	25	0.002585447283651131	NA	3
3	2	treatment	Esomeprazole	4e-4	25.1	0.0027570530206851855	NA	3
3	2	treatment	Esomeprazole	4e-4	25.200000000000003	0.0029412209232242102	NA	3
3	2	treatment	Esomeprazole	4e-4	25.3	0.003138730884191226	NA	3
3	2	treatment	Esomeprazole	4e-4	25.400000000000002	0.003350373947146606	NA	3
3	2	treatment	Esomeprazole	4e-4	25.5	0.003576944943892961	NA	3
3	2	treatment	Esomeprazole	4e-4	25.6	0.003819233758288287	NA	3
3	2	treatment	Esomeprazole	4e-4	25.700000000000003	0.004078015158077221	NA	3
3	2	treatment	Esomeprazole	4e-4	25.8	0.0043540371721099	NA	3
3	2	treatment	Esomeprazole	4e-4	25.900000000000002	0.004648008036085391	NA	3
3	2	treatment	Esomeprazole	4e-4	26	0.004960581786240539	NA	3
3	2	treatment	Esomeprazole	4e-4	26.1	0.005292342647017449	NA	3
3	2	treatment	Esomeprazole	4e-4	26.200000000000003	0.005643788434645408	NA	3
3	2	treatment	Esomeprazole	4e-4	26.3	0.00601531328187016	NA	3
3	2	treatment	Esomeprazole	4e-4	26.400000000000002	0.006407190076704265	NA	3
3	2	treatment	Esomeprazole	4e-4	26.5	0.0068195530960146735	NA	3
3	2	treatment	Esomeprazole	4e-4	26.6	0.007252381397708889	NA	3
3	2	treatment	Esomeprazole	4e-4	26.700000000000003	0.007705483607140876	NA	3
3	2	treatment	Esomeprazole	4e-4	26.8	0.008178484787242231	NA	3
3	2	treatment	Esomeprazole	4e-4	26.900000000000002	0.008670816110755689	NA	3
3	2	treatment	Esomeprazole	4e-4	27	0.009181708050103632	NA	3
3	2	treatment	Esomeprazole	4e-4	27.1	0.009710187760122526	NA	3
3	2	treatment	Esomeprazole	4e-4	27.200000000000003	0.010255081247279063	NA	3
3	2	treatment	Esomeprazole	4e-4	27.3	0.01081502079457838	NA	3
3	2	treatment	Esomeprazole	4e-4	27.400000000000002	0.011388457945851657	NA	3
3	2	treatment	Esomeprazole	4e-4	27.5	0.011973682151619142	NA	3
3	2	treatment	Esomeprazole	4e-4	27.6	0.012568844949944006	NA	3
3	2	treatment	Esomeprazole	4e-4	27.700000000000003	0.013171989311582932	NA	3
3	2	treatment	Esomeprazole	4e-4	27.8	0.013781083533858084	NA	3
3	2	treatment	Esomeprazole	4e-4	27.900000000000002	0.014394058837962413	NA	3
3	2	treatment	Esomeprazole	4e-4	28	0.01500884962619269	NA	3
3	2	treatment	Esomeprazole	4e-4	28.1	0.015623435203578019	NA	3
3	2	treatment	Esomeprazole	4e-4	28.200000000000003	0.016235881674722546	NA	3
3	2	treatment	Esomeprazole	4e-4	28.3	0.01684438269922243	NA	3
3	2	treatment	Esomeprazole	4e-4	28.400000000000002	0.017447297831007277	NA	3
3	2	treatment	Esomeprazole	4e-4	28.5	0.01804318727580332	NA	3
3	2	treatment	Esomeprazole	4e-4	28.6	0.018630842069492986	NA	3
3	2	treatment	Esomeprazole	4e-4	28.700000000000003	0.019209308896337672	NA	3
3	2	treatment	Esomeprazole	4e-4	28.8	0.019777909014884253	NA	3
3	2	treatment	Esomeprazole	4e-4	28.900000000000002	0.02033625102383658	NA	3
3	2	treatment	Esomeprazole	4e-4	29	0.02088423746323123	NA	3
3	2	treatment	Esomeprazole	4e-4	29.1	0.021422065491882938	NA	3
3	2	treatment	Esomeprazole	4e-4	29.200000000000003	0.021950222096915536	NA	3
3	2	treatment	Esomeprazole	4e-4	29.3	0.022469474465372667	NA	3
3	2	treatment	Esomeprazole	4e-4	29.400000000000002	0.022980856275078405	NA	3
3	2	treatment	Esomeprazole	4e-4	29.5	0.02348565073999016	NA	3
3	2	treatment	Esomeprazole	4e-4	29.6	0.02398537127555029	NA	3
3	2	treatment	Esomeprazole	4e-4	29.700000000000003	0.024481740636179822	NA	3
3	2	treatment	Esomeprazole	4e-4	29.8	0.024976669326666333	NA	3
3	2	treatment	Esomeprazole	4e-4	29.900000000000002	0.025472234009448935	NA	3
3	2	treatment	Esomeprazole	4e-4	30	0.025970656528984167	NA	3
3	2	treatment	Esomeprazole	4e-4	30.1	0.02647428406077216	NA	3
3	2	treatment	Esomeprazole	4e-4	30.200000000000003	0.02698557077334308	NA	3
3	2	treatment	Esomeprazole	4e-4	30.3	0.0275070612730176	NA	3
3	2	treatment	Esomeprazole	4e-4	30.400000000000002	0.028041375988386467	NA	3
3	2	treatment	Esomeprazole	4e-4	30.5	0.028591198547700043	NA	3
3	2	treatment	Esomeprazole	4e-4	30.6	0.029159265110004086	NA	3
3	2	treatment	Esomeprazole	4e-4	30.700000000000003	0.02974835553083388	NA	3
3	2	treatment	Esomeprazole	4e-4	30.8	0.030361286175615915	NA	3
3	2	treatment	Esomeprazole	4e-4	30.900000000000002	0.031000904138014616	NA	3
3	2	treatment	Esomeprazole	4e-4	31	0.031670082574833315	NA	3
3	2	treatment	Esomeprazole	4e-4	31.1	0.03237171683235329	NA	3
3	2	treatment	Esomeprazole	4e-4	31.200000000000003	0.03310872100939034	NA	3
3	2	treatment	Esomeprazole	4e-4	31.3	0.03388402457809263	NA	3
3	2	treatment	Esomeprazole	4e-4	31.400000000000002	0.03470056866321266	NA	3
3	2	treatment	Esomeprazole	4e-4	31.5	0.035561301562781124	NA	3
3	2	treatment	Esomeprazole	4e-4	31.6	0.036469173077009226	NA	3
3	2	treatment	Esomeprazole	4e-4	31.700000000000003	0.03742712719707477	NA	3
3	2	treatment	Esomeprazole	4e-4	31.8	0.03843809269105862	NA	3
3	2	treatment	Esomeprazole	4e-4	31.900000000000002	0.03950497111126474	NA	3
3	2	treatment	Esomeprazole	4e-4	32	0.040630621735637557	NA	3
3	2	treatment	Esomeprazole	4e-4	32.1	0.04181784294816287	NA	3
3	2	treatment	Esomeprazole	4e-4	32.2	0.04306934956004552	NA	3
3	2	treatment	Esomeprazole	4e-4	32.300000000000004	0.04438774557804694	NA	3
3	2	treatment	Esomeprazole	4e-4	32.4	0.0457754919416805	NA	3
3	2	treatment	Esomeprazole	4e-4	32.5	0.04723486878012887	NA	3
3	2	treatment	Esomeprazole	4e-4	32.6	0.048767931787647614	NA	3
3	2	treatment	Esomeprazole	4e-4	32.7	0.05037646238676766	NA	3
3	2	treatment	Esomeprazole	4e-4	32.800000000000004	0.05206191144742377	NA	3
3	2	treatment	Esomeprazole	4e-4	32.9	0.05382533646181263	NA	3
3	2	treatment	Esomeprazole	4e-4	33	0.05566733224496372	NA	3
