,Image_Metadata_WellID,Image_Metadata_PlateID,ImageNumber,score
1941,A03,DR_20221209_143805,19.0,-0.024302639
1942,A03,DR_20221209_143805,20.0,0.009254365
1943,A03,DR_20221209_143805,21.0,0.056637947
1944,A03,DR_20221209_143805,22.0,0.0012950589
1945,A03,DR_20221209_143805,23.0,0.05445243
1946,A03,DR_20221209_143805,24.0,0.021850552
1947,A03,DR_20221209_143805,25.0,0.0015582412
1948,A03,DR_20221209_143805,26.0,0.00018943369
1949,A03,DR_20221209_143805,27.0,0.00021578485
1950,A04,DR_20221209_143805,28.0,-0.002316412
1951,A04,DR_20221209_143805,29.0,-0.0014560936
1952,A04,DR_20221209_143805,30.0,-0.008875735
1953,A04,DR_20221209_143805,31.0,2.848584e-05
1954,A04,DR_20221209_143805,32.0,0.005276632
1955,A04,DR_20221209_143805,33.0,0.00095799257
1956,A04,DR_20221209_143805,34.0,-0.0027912296
1957,A04,DR_20221209_143805,35.0,-0.009913619
1958,A04,DR_20221209_143805,36.0,-0.012142578
1959,A05,DR_20221209_143805,37.0,4.7631853e-05
1960,A05,DR_20221209_143805,38.0,0.14425783
1961,A05,DR_20221209_143805,39.0,0.0022031635
1962,A05,DR_20221209_143805,40.0,0.0053524026
1963,A05,DR_20221209_143805,41.0,-0.012360823
1964,A05,DR_20221209_143805,42.0,-0.014474121
1965,A05,DR_20221209_143805,43.0,0.0032414938
1966,A05,DR_20221209_143805,44.0,-0.0041967784
1967,A05,DR_20221209_143805,45.0,0.12925111
1968,A06,DR_20221209_143805,46.0,0.020149829
1969,A06,DR_20221209_143805,47.0,0.008897235
1970,A06,DR_20221209_143805,48.0,-0.0051102005
1971,A06,DR_20221209_143805,49.0,-0.015001622
1972,A06,DR_20221209_143805,50.0,-0.0009237645
1973,A06,DR_20221209_143805,51.0,0.13263291
1974,A06,DR_20221209_143805,52.0,-0.0063916
1975,A06,DR_20221209_143805,53.0,-0.011594595
1976,A06,DR_20221209_143805,54.0,-0.017024217
1977,A07,DR_20221209_143805,55.0,0.015261896
1978,A07,DR_20221209_143805,56.0,-0.008242543
1979,A07,DR_20221209_143805,57.0,0.0028714028
1980,A07,DR_20221209_143805,58.0,0.02669484
1981,A07,DR_20221209_143805,59.0,-0.014804791
1982,A07,DR_20221209_143805,60.0,-0.000181269
1983,A07,DR_20221209_143805,61.0,0.008400074
1984,A07,DR_20221209_143805,62.0,-0.0013174834
1985,A07,DR_20221209_143805,63.0,-0.00824801
1986,A08,DR_20221209_143805,64.0,-0.0027279363
1987,A08,DR_20221209_143805,65.0,0.0014278708
1988,A08,DR_20221209_143805,66.0,0.002632443
1989,A08,DR_20221209_143805,67.0,0.0042850985
1990,A08,DR_20221209_143805,68.0,0.010258392
1991,A08,DR_20221209_143805,69.0,0.009969274
1992,A08,DR_20221209_143805,70.0,0.034380063
1993,A08,DR_20221209_143805,71.0,-0.016865548
1994,A08,DR_20221209_143805,72.0,0.00090198364
1995,A09,DR_20221209_143805,73.0,0.023572236
1996,A09,DR_20221209_143805,74.0,0.0033198576
1997,A09,DR_20221209_143805,75.0,0.013688406
1998,A09,DR_20221209_143805,76.0,0.13259397
1999,A09,DR_20221209_143805,77.0,-0.0109465225
2000,A09,DR_20221209_143805,78.0,0.019176733
2001,A09,DR_20221209_143805,79.0,0.08149374
2002,A09,DR_20221209_143805,80.0,0.032646954
2003,A09,DR_20221209_143805,81.0,0.024942737
2004,A10,DR_20221209_143805,82.0,0.0795554
2005,A10,DR_20221209_143805,83.0,-0.0077437283
2006,A10,DR_20221209_143805,84.0,0.0041592233
2007,A10,DR_20221209_143805,85.0,-0.008988643
2008,A10,DR_20221209_143805,86.0,0.12205301
2009,A10,DR_20221209_143805,87.0,0.007292019
2010,A10,DR_20221209_143805,88.0,-0.0002847758
2011,A10,DR_20221209_143805,89.0,-0.009376493
2012,A10,DR_20221209_143805,90.0,0.0006823428
2013,A11,DR_20221209_143805,91.0,0.012969534
2014,A11,DR_20221209_143805,92.0,0.09492873
2015,A11,DR_20221209_143805,93.0,-0.013130907
2016,A11,DR_20221209_143805,94.0,-0.006891419
2017,A11,DR_20221209_143805,95.0,0.0067191855
2018,A11,DR_20221209_143805,96.0,0.036101222
2019,A11,DR_20221209_143805,97.0,-0.023041012
2020,A11,DR_20221209_143805,98.0,0.059851028
2021,A11,DR_20221209_143805,99.0,-0.012781674
2022,A12,DR_20221209_143805,100.0,0.044233307
2023,A12,DR_20221209_143805,101.0,0.0013194225
2024,A12,DR_20221209_143805,102.0,0.002932639
2025,A12,DR_20221209_143805,103.0,-0.005217089
2026,A12,DR_20221209_143805,104.0,-0.0009946297
2027,A12,DR_20221209_143805,105.0,0.00070090266
2028,A12,DR_20221209_143805,106.0,-0.009900483
2029,A12,DR_20221209_143805,107.0,-0.044419225
2030,A12,DR_20221209_143805,108.0,-0.007273653
2031,A13,DR_20221209_143805,109.0,-0.009705113
2032,A13,DR_20221209_143805,110.0,-0.00045507407
2033,A13,DR_20221209_143805,111.0,-0.0008438724
2034,A13,DR_20221209_143805,112.0,-0.025930887
2035,A13,DR_20221209_143805,113.0,0.005039411
2036,A13,DR_20221209_143805,114.0,0.00057399366
2037,A13,DR_20221209_143805,115.0,0.020291975
2038,A13,DR_20221209_143805,116.0,0.036936697
2039,A13,DR_20221209_143805,117.0,-0.018470967
2040,A14,DR_20221209_143805,118.0,-0.009055462
2041,A14,DR_20221209_143805,119.0,-0.0043367944
2042,A14,DR_20221209_143805,120.0,0.0008917479
2043,A14,DR_20221209_143805,121.0,-0.0019680357
2044,A14,DR_20221209_143805,122.0,0.019772096
2045,A14,DR_20221209_143805,123.0,0.012189069
2046,A14,DR_20221209_143805,124.0,0.17092288
2047,A14,DR_20221209_143805,125.0,0.038278066
2048,A14,DR_20221209_143805,126.0,-0.0007156344
2049,A15,DR_20221209_143805,127.0,-0.0025937718
2050,A15,DR_20221209_143805,128.0,0.018314933
2051,A15,DR_20221209_143805,129.0,0.011299534
2052,A15,DR_20221209_143805,130.0,-0.016810013
2053,A15,DR_20221209_143805,131.0,0.0025653674
2054,A15,DR_20221209_143805,132.0,-0.012819458
2055,A15,DR_20221209_143805,133.0,0.1360625
2056,A15,DR_20221209_143805,134.0,-0.024761558
2057,A15,DR_20221209_143805,135.0,0.01697997
2058,A16,DR_20221209_143805,136.0,0.009765666
2059,A16,DR_20221209_143805,137.0,0.005837863
2060,A16,DR_20221209_143805,138.0,-0.015435885
2061,A16,DR_20221209_143805,139.0,-0.013193282
2062,A16,DR_20221209_143805,140.0,0.0044377903
2063,A16,DR_20221209_143805,141.0,-0.0040466306
2064,A16,DR_20221209_143805,142.0,0.040409714
2065,A16,DR_20221209_143805,143.0,-0.016692206
2066,A16,DR_20221209_143805,144.0,0.0026290726
2067,A17,DR_20221209_143805,145.0,0.06892806
2068,A17,DR_20221209_143805,146.0,-0.00086216285
2069,A17,DR_20221209_143805,147.0,-0.004674772
2070,A17,DR_20221209_143805,148.0,-0.011230206
2071,A17,DR_20221209_143805,149.0,-0.0036814427
2072,A17,DR_20221209_143805,150.0,0.0017477
2073,A17,DR_20221209_143805,151.0,-0.00555962
2074,A17,DR_20221209_143805,152.0,-0.001755552
2075,A17,DR_20221209_143805,153.0,-0.00368957
2076,A18,DR_20221209_143805,154.0,-0.00709502
2077,A18,DR_20221209_143805,155.0,-0.009937689
2078,A18,DR_20221209_143805,156.0,0.0015036392
2079,A18,DR_20221209_143805,157.0,-0.013218898
2080,A18,DR_20221209_143805,158.0,-0.0060144234
2081,A18,DR_20221209_143805,159.0,0.08527101
2082,A18,DR_20221209_143805,160.0,0.003212655
2083,A18,DR_20221209_143805,161.0,-0.0035142405
2084,A18,DR_20221209_143805,162.0,0.0034924885
2085,A19,DR_20221209_143805,163.0,0.0013080647
2086,A19,DR_20221209_143805,164.0,0.00030314887
2087,A19,DR_20221209_143805,165.0,0.36572033
2088,A19,DR_20221209_143805,166.0,0.002170383
2089,A19,DR_20221209_143805,167.0,0.03024219
2090,A19,DR_20221209_143805,168.0,0.004476073
2091,A19,DR_20221209_143805,169.0,-0.0024657447
2092,A19,DR_20221209_143805,170.0,0.012807476
2093,A19,DR_20221209_143805,171.0,-0.009304519
2094,A20,DR_20221209_143805,172.0,-0.009860346
2095,A20,DR_20221209_143805,173.0,0.012340488
2096,A20,DR_20221209_143805,174.0,-0.0032311305
2097,A20,DR_20221209_143805,175.0,-0.0032089842
2098,A20,DR_20221209_143805,176.0,-0.0086716525
2099,A20,DR_20221209_143805,177.0,0.0021917438
2100,A20,DR_20221209_143805,178.0,-0.040332355
2101,A20,DR_20221209_143805,179.0,0.005344408
2102,A20,DR_20221209_143805,180.0,-0.0024784536
2103,A21,DR_20221209_143805,181.0,-0.0065778983
2104,A21,DR_20221209_143805,182.0,-0.03352276
2105,A21,DR_20221209_143805,183.0,-0.0013127074
2106,A21,DR_20221209_143805,184.0,-0.008681938
2107,A21,DR_20221209_143805,185.0,-0.008534598
2108,A21,DR_20221209_143805,186.0,0.07823215
