,Image_Metadata_WellID,Image_Metadata_PlateID,ImageNumber,score
1941,A03,DR_20221209_143805,19.0,0.5299784
1942,A03,DR_20221209_143805,20.0,0.5236259
1943,A03,DR_20221209_143805,21.0,0.4068607
1944,A03,DR_20221209_143805,22.0,0.20618562
1945,A03,DR_20221209_143805,23.0,0.4822765
1946,A03,DR_20221209_143805,24.0,0.51016676
1947,A03,DR_20221209_143805,25.0,0.2216162
1948,A03,DR_20221209_143805,26.0,0.108755566
1949,A03,DR_20221209_143805,27.0,0.03848082
1950,A04,DR_20221209_143805,28.0,0.40914312
1951,A04,DR_20221209_143805,29.0,0.9813635
1952,A04,DR_20221209_143805,30.0,0.7062451
1953,A04,DR_20221209_143805,31.0,0.6624721
1954,A04,DR_20221209_143805,32.0,0.58868563
1955,A04,DR_20221209_143805,33.0,0.66164225
1956,A04,DR_20221209_143805,34.0,0.6241163
1957,A04,DR_20221209_143805,35.0,0.28361115
1958,A04,DR_20221209_143805,36.0,0.47403774
1959,A05,DR_20221209_143805,37.0,1.0333009
1960,A05,DR_20221209_143805,38.0,0.42906407
1961,A05,DR_20221209_143805,39.0,0.2001
1962,A05,DR_20221209_143805,40.0,0.46861503
1963,A05,DR_20221209_143805,41.0,0.53107965
1964,A05,DR_20221209_143805,42.0,0.96118766
1965,A05,DR_20221209_143805,43.0,1.0019456
1966,A05,DR_20221209_143805,44.0,0.42788792
1967,A05,DR_20221209_143805,45.0,0.90091324
1968,A06,DR_20221209_143805,46.0,0.99592125
1969,A06,DR_20221209_143805,47.0,0.93413615
1970,A06,DR_20221209_143805,48.0,0.37625
1971,A06,DR_20221209_143805,49.0,0.9285684
1972,A06,DR_20221209_143805,50.0,0.40169188
1973,A06,DR_20221209_143805,51.0,0.9955608
1974,A06,DR_20221209_143805,52.0,0.84158033
1975,A06,DR_20221209_143805,53.0,0.7948565
1976,A06,DR_20221209_143805,54.0,0.7864386
1977,A07,DR_20221209_143805,55.0,0.99202865
1978,A07,DR_20221209_143805,56.0,0.1872224
1979,A07,DR_20221209_143805,57.0,0.96627754
1980,A07,DR_20221209_143805,58.0,0.5246094
1981,A07,DR_20221209_143805,59.0,0.27012306
1982,A07,DR_20221209_143805,60.0,0.23769672
1983,A07,DR_20221209_143805,61.0,1.0158652
1984,A07,DR_20221209_143805,62.0,0.11553831
1985,A07,DR_20221209_143805,63.0,0.6649305
1986,A08,DR_20221209_143805,64.0,0.8776464
1987,A08,DR_20221209_143805,65.0,0.5066037
1988,A08,DR_20221209_143805,66.0,0.9038948
1989,A08,DR_20221209_143805,67.0,0.3402374
1990,A08,DR_20221209_143805,68.0,0.50561154
1991,A08,DR_20221209_143805,69.0,0.9690904
1992,A08,DR_20221209_143805,70.0,0.87211066
1993,A08,DR_20221209_143805,71.0,1.0140516
1994,A08,DR_20221209_143805,72.0,0.9132293
1995,A09,DR_20221209_143805,73.0,0.9396659
1996,A09,DR_20221209_143805,74.0,0.90274215
1997,A09,DR_20221209_143805,75.0,0.96775526
1998,A09,DR_20221209_143805,76.0,0.23092903
1999,A09,DR_20221209_143805,77.0,0.32772857
2000,A09,DR_20221209_143805,78.0,0.6961731
2001,A09,DR_20221209_143805,79.0,0.39527917
2002,A09,DR_20221209_143805,80.0,0.6838239
2003,A09,DR_20221209_143805,81.0,0.49160522
2004,A10,DR_20221209_143805,82.0,1.0007619
2005,A10,DR_20221209_143805,83.0,0.49032244
2006,A10,DR_20221209_143805,84.0,0.9022173
2007,A10,DR_20221209_143805,85.0,0.3237264
2008,A10,DR_20221209_143805,86.0,0.07226777
2009,A10,DR_20221209_143805,87.0,0.17548151
2010,A10,DR_20221209_143805,88.0,0.9215364
2011,A10,DR_20221209_143805,89.0,0.40960258
2012,A10,DR_20221209_143805,90.0,0.8231838
2013,A11,DR_20221209_143805,91.0,1.0692421
2014,A11,DR_20221209_143805,92.0,0.29297537
2015,A11,DR_20221209_143805,93.0,0.63937765
2016,A11,DR_20221209_143805,94.0,0.24427252
2017,A11,DR_20221209_143805,95.0,0.020747878
2018,A11,DR_20221209_143805,96.0,0.47327843
2019,A11,DR_20221209_143805,97.0,0.31570774
2020,A11,DR_20221209_143805,98.0,0.17359304
2021,A11,DR_20221209_143805,99.0,0.16017063
2022,A12,DR_20221209_143805,100.0,0.90063703
2023,A12,DR_20221209_143805,101.0,0.6095559
2024,A12,DR_20221209_143805,102.0,0.90380055
2025,A12,DR_20221209_143805,103.0,0.33742103
2026,A12,DR_20221209_143805,104.0,0.14308013
2027,A12,DR_20221209_143805,105.0,0.9358997
2028,A12,DR_20221209_143805,106.0,0.44544864
2029,A12,DR_20221209_143805,107.0,0.27429128
2030,A12,DR_20221209_143805,108.0,0.10671224
2031,A13,DR_20221209_143805,109.0,0.9433703
2032,A13,DR_20221209_143805,110.0,0.8969118
2033,A13,DR_20221209_143805,111.0,0.4159855
2034,A13,DR_20221209_143805,112.0,-0.00095005526
2035,A13,DR_20221209_143805,113.0,0.17073777
2036,A13,DR_20221209_143805,114.0,0.20305061
2037,A13,DR_20221209_143805,115.0,0.5491387
2038,A13,DR_20221209_143805,116.0,0.012374773
2039,A13,DR_20221209_143805,117.0,0.022734739
2040,A14,DR_20221209_143805,118.0,0.3707294
2041,A14,DR_20221209_143805,119.0,0.1506864
2042,A14,DR_20221209_143805,120.0,0.19923851
2043,A14,DR_20221209_143805,121.0,0.25599158
2044,A14,DR_20221209_143805,122.0,0.13113269
2045,A14,DR_20221209_143805,123.0,0.96976995
2046,A14,DR_20221209_143805,124.0,1.0175731
2047,A14,DR_20221209_143805,125.0,-0.011721957
2048,A14,DR_20221209_143805,126.0,0.405086
2049,A15,DR_20221209_143805,127.0,0.30351517
2050,A15,DR_20221209_143805,128.0,0.9940745
2051,A15,DR_20221209_143805,129.0,1.0006402
2052,A15,DR_20221209_143805,130.0,0.5850317
2053,A15,DR_20221209_143805,131.0,0.40437853
2054,A15,DR_20221209_143805,132.0,0.29101133
2055,A15,DR_20221209_143805,133.0,0.85677624
2056,A15,DR_20221209_143805,134.0,0.10618604
2057,A15,DR_20221209_143805,135.0,0.31760657
2058,A16,DR_20221209_143805,136.0,0.68072855
2059,A16,DR_20221209_143805,137.0,0.6256805
2060,A16,DR_20221209_143805,138.0,0.22448319
2061,A16,DR_20221209_143805,139.0,0.5596049
2062,A16,DR_20221209_143805,140.0,0.57383156
2063,A16,DR_20221209_143805,141.0,0.45504576
