,Image_Metadata_WellID,Image_Metadata_PlateID,ImageNumber,score
1941,A03,DR_20221209_143805,19.0,-1.702103e-05
1942,A03,DR_20221209_143805,20.0,1.7284334e-05
1943,A03,DR_20221209_143805,21.0,0.00013545193
1944,A03,DR_20221209_143805,22.0,0.57332504
1945,A03,DR_20221209_143805,23.0,1.7284334e-05
1946,A03,DR_20221209_143805,24.0,0.000101146565
1947,A03,DR_20221209_143805,25.0,0.02332259
1948,A03,DR_20221209_143805,26.0,0.38500875
1949,A03,DR_20221209_143805,27.0,0.6488166
1950,A04,DR_20221209_143805,28.0,0.59323156
1951,A04,DR_20221209_143805,29.0,0.46970487
1952,A04,DR_20221209_143805,30.0,0.37811303
1953,A04,DR_20221209_143805,31.0,0.6886185
1954,A04,DR_20221209_143805,32.0,0.72458607
1955,A04,DR_20221209_143805,33.0,0.3437908
1956,A04,DR_20221209_143805,34.0,0.7519799
1957,A04,DR_20221209_143805,35.0,0.96297723
1958,A04,DR_20221209_143805,36.0,0.97337645
1959,A05,DR_20221209_143805,37.0,0.44776604
1960,A05,DR_20221209_143805,38.0,0.91078687
1961,A05,DR_20221209_143805,39.0,0.87937933
1962,A05,DR_20221209_143805,40.0,0.9312685
1963,A05,DR_20221209_143805,41.0,0.9235369
1964,A05,DR_20221209_143805,42.0,1.0428461
1965,A05,DR_20221209_143805,43.0,0.3018041
1966,A05,DR_20221209_143805,44.0,1.0083907
1967,A05,DR_20221209_143805,45.0,0.93389046
1968,A06,DR_20221209_143805,46.0,0.6926645
1969,A06,DR_20221209_143805,47.0,0.7375536
1970,A06,DR_20221209_143805,48.0,0.9246508
1971,A06,DR_20221209_143805,49.0,0.9431483
1972,A06,DR_20221209_143805,50.0,0.9246508
1973,A06,DR_20221209_143805,51.0,1.0755141
1974,A06,DR_20221209_143805,52.0,0.5747387
1975,A06,DR_20221209_143805,53.0,0.41675714
1976,A06,DR_20221209_143805,54.0,0.9799743
1977,A07,DR_20221209_143805,55.0,0.96686816
1978,A07,DR_20221209_143805,56.0,1.0197524
1979,A07,DR_20221209_143805,57.0,0.9246317
1980,A07,DR_20221209_143805,58.0,1.0086586
1981,A07,DR_20221209_143805,59.0,0.9241143
1982,A07,DR_20221209_143805,60.0,0.91090506
1983,A07,DR_20221209_143805,61.0,0.9704653
1984,A07,DR_20221209_143805,62.0,0.8788019
1985,A07,DR_20221209_143805,63.0,1.0074995
1986,A08,DR_20221209_143805,64.0,1.0695812
1987,A08,DR_20221209_143805,65.0,0.93163437
1988,A08,DR_20221209_143805,66.0,0.37450954
1989,A08,DR_20221209_143805,67.0,1.0079315
1990,A08,DR_20221209_143805,68.0,0.9312685
1991,A08,DR_20221209_143805,69.0,0.9312685
1992,A08,DR_20221209_143805,70.0,0.9717814
1993,A08,DR_20221209_143805,71.0,1.0175765
1994,A08,DR_20221209_143805,72.0,0.55534595
1995,A09,DR_20221209_143805,73.0,0.9999596
1996,A09,DR_20221209_143805,74.0,0.9999596
1997,A09,DR_20221209_143805,75.0,0.99795645
1998,A09,DR_20221209_143805,76.0,0.97893846
1999,A09,DR_20221209_143805,77.0,0.92898977
2000,A09,DR_20221209_143805,78.0,1.0082161
2001,A09,DR_20221209_143805,79.0,1.0081995
2002,A09,DR_20221209_143805,80.0,0.8225559
2003,A09,DR_20221209_143805,81.0,1.0086586
2004,A10,DR_20221209_143805,82.0,0.4445168
2005,A10,DR_20221209_143805,83.0,0.9121461
2006,A10,DR_20221209_143805,84.0,0.8066718
2007,A10,DR_20221209_143805,85.0,1.0078133
2008,A10,DR_20221209_143805,86.0,0.9970275
2009,A10,DR_20221209_143805,87.0,0.87937933
2010,A10,DR_20221209_143805,88.0,0.9999596
2011,A10,DR_20221209_143805,89.0,0.9235369
2012,A10,DR_20221209_143805,90.0,0.71354616
2013,A11,DR_20221209_143805,91.0,0.3437493
2014,A11,DR_20221209_143805,92.0,0.91078687
2015,A11,DR_20221209_143805,93.0,1.0184277
2016,A11,DR_20221209_143805,94.0,0.9984019
2017,A11,DR_20221209_143805,95.0,0.9297911
2018,A11,DR_20221209_143805,96.0,1.0037416
2019,A11,DR_20221209_143805,97.0,0.78333646
2020,A11,DR_20221209_143805,98.0,1.0795832
2021,A11,DR_20221209_143805,99.0,1.0086586
2022,A12,DR_20221209_143805,100.0,1.0164006
2023,A12,DR_20221209_143805,101.0,0.9970429
2024,A12,DR_20221209_143805,102.0,0.9816037
2025,A12,DR_20221209_143805,103.0,0.9807569
2026,A12,DR_20221209_143805,104.0,0.99847484
2027,A12,DR_20221209_143805,105.0,0.93112457
2028,A12,DR_20221209_143805,106.0,0.28742564
2029,A12,DR_20221209_143805,107.0,1.008202
2030,A12,DR_20221209_143805,108.0,1.0086586
2031,A13,DR_20221209_143805,109.0,0.969735
2032,A13,DR_20221209_143805,110.0,1.0007809
2033,A13,DR_20221209_143805,111.0,0.93398625
2034,A13,DR_20221209_143805,112.0,1.0006791
2035,A13,DR_20221209_143805,113.0,0.93025017
2036,A13,DR_20221209_143805,114.0,0.98082995
2037,A13,DR_20221209_143805,115.0,1.0036043
2038,A13,DR_20221209_143805,116.0,1.0002201
2039,A13,DR_20221209_143805,117.0,1.0086586
2040,A14,DR_20221209_143805,118.0,0.96129656
2041,A14,DR_20221209_143805,119.0,0.9805207
2042,A14,DR_20221209_143805,120.0,1.030664
2043,A14,DR_20221209_143805,121.0,0.9633466
2044,A14,DR_20221209_143805,122.0,0.99886096
2045,A14,DR_20221209_143805,123.0,0.6690037
2046,A14,DR_20221209_143805,124.0,0.9717814
2047,A14,DR_20221209_143805,125.0,0.9998342
2048,A14,DR_20221209_143805,126.0,1.0086586
2049,A15,DR_20221209_143805,127.0,0.5912957
2050,A15,DR_20221209_143805,128.0,0.76528424
2051,A15,DR_20221209_143805,129.0,0.53022504
2052,A15,DR_20221209_143805,130.0,0.9322992
2053,A15,DR_20221209_143805,131.0,0.9235369
2054,A15,DR_20221209_143805,132.0,0.9312685
2055,A15,DR_20221209_143805,133.0,0.98527646
2056,A15,DR_20221209_143805,134.0,1.008202
2057,A15,DR_20221209_143805,135.0,0.9209007
2058,A16,DR_20221209_143805,136.0,0.5564062
2059,A16,DR_20221209_143805,137.0,0.8786837
2060,A16,DR_20221209_143805,138.0,0.8786837
2061,A16,DR_20221209_143805,139.0,1.002001
2062,A16,DR_20221209_143805,140.0,0.66379255
2063,A16,DR_20221209_143805,141.0,0.96227354
2064,A16,DR_20221209_143805,142.0,1.0078158
2065,A16,DR_20221209_143805,143.0,1.0082725
2066,A16,DR_20221209_143805,144.0,0.9328688
2067,A17,DR_20221209_143805,145.0,1.0002201
2068,A17,DR_20221209_143805,146.0,0.9439353
2069,A17,DR_20221209_143805,147.0,0.9319327
2070,A17,DR_20221209_143805,148.0,0.9633466
2071,A17,DR_20221209_143805,149.0,0.9121461
2072,A17,DR_20221209_143805,150.0,0.9312685
2073,A17,DR_20221209_143805,151.0,0.8788019
2074,A17,DR_20221209_143805,152.0,0.2872582
2075,A17,DR_20221209_143805,153.0,0.3133596
2076,A18,DR_20221209_143805,154.0,0.98037076
2077,A18,DR_20221209_143805,155.0,1.008202
2078,A18,DR_20221209_143805,156.0,0.9315997
2079,A18,DR_20221209_143805,157.0,0.9633466
2080,A18,DR_20221209_143805,158.0,0.9235369
2081,A18,DR_20221209_143805,159.0,0.9241143
2082,A18,DR_20221209_143805,160.0,1.0793008
2083,A18,DR_20221209_143805,161.0,0.29010475
2084,A18,DR_20221209_143805,162.0,1.0641794
2085,A19,DR_20221209_143805,163.0,0.50038123
2086,A19,DR_20221209_143805,164.0,0.9235369
2087,A19,DR_20221209_143805,165.0,0.7711056
2088,A19,DR_20221209_143805,166.0,0.75222224
2089,A19,DR_20221209_143805,167.0,0.91285145
2090,A19,DR_20221209_143805,168.0,0.4479003
2091,A19,DR_20221209_143805,169.0,0.39154178
2092,A19,DR_20221209_143805,170.0,0.25979906
2093,A19,DR_20221209_143805,171.0,0.9235369
2094,A20,DR_20221209_143805,172.0,0.9241143
2095,A20,DR_20221209_143805,173.0,0.9247609
2096,A20,DR_20221209_143805,174.0,0.92355365
2097,A20,DR_20221209_143805,175.0,0.48889738
2098,A20,DR_20221209_143805,176.0,0.9302112
2099,A20,DR_20221209_143805,177.0,0.9629605
2100,A20,DR_20221209_143805,178.0,0.9829368
2101,A20,DR_20221209_143805,179.0,0.61225045
2102,A20,DR_20221209_143805,180.0,0.9063366
2103,A21,DR_20221209_143805,181.0,0.9672543
2104,A21,DR_20221209_143805,182.0,0.99920934
2105,A21,DR_20221209_143805,183.0,0.9515159
2106,A21,DR_20221209_143805,184.0,1.0081995
2107,A21,DR_20221209_143805,185.0,0.98037076
2108,A21,DR_20221209_143805,186.0,0.76566035
2109,A21,DR_20221209_143805,187.0,0.34659615
2110,A21,DR_20221209_143805,188.0,0.52899474
2111,A21,DR_20221209_143805,189.0,0.93192214
2112,A22,DR_20221209_143805,190.0,0.49138805
2113,A22,DR_20221209_143805,191.0,0.7742434
2114,A22,DR_20221209_143805,192.0,0.32344893
2115,A22,DR_20221209_143805,193.0,0.9225284
2116,A22,DR_20221209_143805,194.0,0.6903476
2117,A22,DR_20221209_143805,195.0,0.74348193
2118,A22,DR_20221209_143805,196.0,0.7771935
2119,A22,DR_20221209_143805,197.0,0.77099484
2120,A22,DR_20221209_143805,198.0,0.48889738
2157,B03,DR_20221209_143805,235.0,0.13350768
2158,B03,DR_20221209_143805,236.0,0.36001888
2159,B03,DR_20221209_143805,237.0,0.14922129
2160,B03,DR_20221209_143805,238.0,0.6414286
2161,B03,DR_20221209_143805,239.0,0.16138794
2162,B03,DR_20221209_143805,240.0,0.21933481
2163,B03,DR_20221209_143805,241.0,0.64048725
2164,B03,DR_20221209_143805,242.0,-0.00018492619
2165,B03,DR_20221209_143805,243.0,0.6491424
2166,B04,DR_20221209_143805,244.0,0.023897467
2167,B04,DR_20221209_143805,245.0,0.0008524145
2168,B04,DR_20221209_143805,246.0,0.1404165
2169,B04,DR_20221209_143805,247.0,0.5500209
2170,B04,DR_20221209_143805,248.0,0.14039975
2171,B04,DR_20221209_143805,249.0,0.011303441
2172,B04,DR_20221209_143805,250.0,-4.186184e-05
2173,B04,DR_20221209_143805,251.0,0.14101277
2174,B04,DR_20221209_143805,252.0,0.5727901
2175,B05,DR_20221209_143805,253.0,0.50038123
2176,B05,DR_20221209_143805,254.0,0.31644726
2177,B05,DR_20221209_143805,255.0,0.444701
2178,B05,DR_20221209_143805,256.0,0.92355365
2179,B05,DR_20221209_143805,257.0,0.90643805
2180,B05,DR_20221209_143805,258.0,1.0952938
2181,B05,DR_20221209_143805,259.0,0.9418146
2182,B05,DR_20221209_143805,260.0,1.0394543
2183,B05,DR_20221209_143805,261.0,0.9803875
2184,B06,DR_20221209_143805,262.0,0.13065611
2185,B06,DR_20221209_143805,263.0,0.923635
2186,B06,DR_20221209_143805,264.0,0.9337341
2187,B06,DR_20221209_143805,265.0,0.9316095
2188,B06,DR_20221209_143805,266.0,0.9236551
2189,B06,DR_20221209_143805,267.0,0.5252554
2190,B06,DR_20221209_143805,268.0,1.0735881
2191,B06,DR_20221209_143805,269.0,0.46877074
2192,B06,DR_20221209_143805,270.0,0.9122643
2193,B07,DR_20221209_143805,271.0,0.9236551
2194,B07,DR_20221209_143805,272.0,0.9236551
2195,B07,DR_20221209_143805,273.0,0.99971807
2196,B07,DR_20221209_143805,274.0,0.92355365
2197,B07,DR_20221209_143805,275.0,0.6310279
2198,B07,DR_20221209_143805,276.0,0.7408028
2199,B07,DR_20221209_143805,277.0,0.31998307
2200,B07,DR_20221209_143805,278.0,0.503757
2201,B07,DR_20221209_143805,279.0,0.98037076
2202,B08,DR_20221209_143805,280.0,0.8263475
2203,B08,DR_20221209_143805,281.0,0.9312685
2204,B08,DR_20221209_143805,282.0,1.0321779
2205,B08,DR_20221209_143805,283.0,1.0002226
2206,B08,DR_20221209_143805,284.0,0.9121461
2207,B08,DR_20221209_143805,285.0,1.0415028
2208,B08,DR_20221209_143805,286.0,1.0094965
2209,B08,DR_20221209_143805,287.0,1.0082725
2210,B08,DR_20221209_143805,288.0,1.0083907
2211,B09,DR_20221209_143805,289.0,0.92407334
2212,B09,DR_20221209_143805,290.0,1.1726265
2213,B09,DR_20221209_143805,291.0,0.9998342
2214,B09,DR_20221209_143805,292.0,0.9984019
2215,B09,DR_20221209_143805,293.0,0.9316095
2216,B09,DR_20221209_143805,294.0,0.99991864
2217,B09,DR_20221209_143805,295.0,0.9316095
2218,B09,DR_20221209_143805,296.0,0.9316095
2219,B09,DR_20221209_143805,297.0,0.9998509
2220,B10,DR_20221209_143805,298.0,0.92328906
2221,B10,DR_20221209_143805,299.0,0.9235369
2222,B10,DR_20221209_143805,300.0,0.91134477
2223,B10,DR_20221209_143805,301.0,0.9323149
2224,B10,DR_20221209_143805,302.0,0.9297911
2225,B10,DR_20221209_143805,303.0,0.9297911
2226,B10,DR_20221209_143805,304.0,0.9999596
2227,B10,DR_20221209_143805,305.0,0.9250436
2228,B10,DR_20221209_143805,306.0,1.0078133
2229,B11,DR_20221209_143805,307.0,0.34102148
2230,B11,DR_20221209_143805,308.0,0.299045
2231,B11,DR_20221209_143805,309.0,0.9505886
2232,B11,DR_20221209_143805,310.0,1.0078133
2233,B11,DR_20221209_143805,311.0,0.9103277
2234,B11,DR_20221209_143805,312.0,0.6595855
2235,B11,DR_20221209_143805,313.0,1.0818558
2236,B11,DR_20221209_143805,314.0,1.008202
2237,B11,DR_20221209_143805,315.0,1.0082725
2238,B12,DR_20221209_143805,316.0,0.49136797
2239,B12,DR_20221209_143805,317.0,0.50657386
2240,B12,DR_20221209_143805,318.0,0.2900302
2241,B12,DR_20221209_143805,319.0,1.0083907
2242,B12,DR_20221209_143805,320.0,0.6870984
2243,B12,DR_20221209_143805,321.0,0.3437493
2244,B12,DR_20221209_143805,322.0,1.008275
2245,B12,DR_20221209_143805,323.0,1.008202
2246,B12,DR_20221209_143805,324.0,1.0818558
2247,B13,DR_20221209_143805,325.0,0.923976
2248,B13,DR_20221209_143805,326.0,0.91090506
2249,B13,DR_20221209_143805,327.0,0.9683449
2250,B13,DR_20221209_143805,328.0,1.0002367
2251,B13,DR_20221209_143805,329.0,0.93025017
2252,B13,DR_20221209_143805,330.0,0.9808467
2253,B13,DR_20221209_143805,331.0,1.0194403
2254,B13,DR_20221209_143805,332.0,0.92753047
2255,B13,DR_20221209_143805,333.0,0.9213598
2256,B14,DR_20221209_143805,334.0,1.0086586
2257,B14,DR_20221209_143805,335.0,0.97012115
2258,B14,DR_20221209_143805,336.0,0.9807593
2259,B14,DR_20221209_143805,337.0,0.9981657
2260,B14,DR_20221209_143805,338.0,0.9987069
2261,B14,DR_20221209_143805,339.0,1.0521353
2262,B14,DR_20221209_143805,340.0,1.0818558
2263,B14,DR_20221209_143805,341.0,0.9984019
2264,B14,DR_20221209_143805,342.0,0.9994214
2265,B15,DR_20221209_143805,343.0,0.6364924
2266,B15,DR_20221209_143805,344.0,0.36710122
2267,B15,DR_20221209_143805,345.0,0.5531569
2268,B15,DR_20221209_143805,346.0,0.5291622
2269,B15,DR_20221209_143805,347.0,0.91044587
2270,B15,DR_20221209_143805,348.0,0.44468424
2271,B15,DR_20221209_143805,349.0,1.008202
2272,B15,DR_20221209_143805,350.0,1.0083907
2273,B15,DR_20221209_143805,351.0,0.93190783
2274,B16,DR_20221209_143805,352.0,0.34102148
2275,B16,DR_20221209_143805,353.0,0.6741785
2276,B16,DR_20221209_143805,354.0,0.3410014
2277,B16,DR_20221209_143805,355.0,0.68477273
2278,B16,DR_20221209_143805,356.0,0.9103277
2279,B16,DR_20221209_143805,357.0,0.9239961
2280,B16,DR_20221209_143805,358.0,1.0813967
2281,B16,DR_20221209_143805,359.0,1.0804415
2282,B16,DR_20221209_143805,360.0,1.0078133
2283,B17,DR_20221209_143805,361.0,0.9121461
2284,B17,DR_20221209_143805,362.0,1.0818558
2285,B17,DR_20221209_143805,363.0,0.8460241
2286,B17,DR_20221209_143805,364.0,1.0600057
2287,B17,DR_20221209_143805,365.0,0.9235369
2288,B17,DR_20221209_143805,366.0,0.92330915
2289,B17,DR_20221209_143805,367.0,0.3134057
2290,B17,DR_20221209_143805,368.0,0.52087206
2291,B17,DR_20221209_143805,369.0,0.8259069
2292,B18,DR_20221209_143805,370.0,1.0078133
