,Image_Metadata_WellID,Image_Metadata_PlateID,ImageNumber,score
1941,A03,DR_20221209_143805,19.0,0.018110821
1942,A03,DR_20221209_143805,20.0,-0.0019941267
1943,A03,DR_20221209_143805,21.0,-0.0011901981
1944,A03,DR_20221209_143805,22.0,0.8099155
1945,A03,DR_20221209_143805,23.0,0.0015934176
1946,A03,DR_20221209_143805,24.0,0.00091310387
1947,A03,DR_20221209_143805,25.0,0.008479847
1948,A03,DR_20221209_143805,26.0,0.80655926
1949,A03,DR_20221209_143805,27.0,0.021737864
1950,A04,DR_20221209_143805,28.0,0.8108687
1951,A04,DR_20221209_143805,29.0,0.016599799
1952,A04,DR_20221209_143805,30.0,0.8117394
1953,A04,DR_20221209_143805,31.0,0.01876031
1954,A04,DR_20221209_143805,32.0,0.9957069
1955,A04,DR_20221209_143805,33.0,0.012981966
1956,A04,DR_20221209_143805,34.0,0.021871414
1957,A04,DR_20221209_143805,35.0,0.998024
1958,A04,DR_20221209_143805,36.0,0.9993661
1959,A05,DR_20221209_143805,37.0,0.08634891
1960,A05,DR_20221209_143805,38.0,0.9996559
1961,A05,DR_20221209_143805,39.0,0.99797225
1962,A05,DR_20221209_143805,40.0,0.99992603
1963,A05,DR_20221209_143805,41.0,0.9996451
1964,A05,DR_20221209_143805,42.0,0.925701
1965,A05,DR_20221209_143805,43.0,0.011279669
1966,A05,DR_20221209_143805,44.0,0.99692273
1967,A05,DR_20221209_143805,45.0,0.077930614
1968,A06,DR_20221209_143805,46.0,0.9220056
1969,A06,DR_20221209_143805,47.0,1.0000832
1970,A06,DR_20221209_143805,48.0,0.99924517
1971,A06,DR_20221209_143805,49.0,0.999668
1972,A06,DR_20221209_143805,50.0,0.9992359
1973,A06,DR_20221209_143805,51.0,0.9252576
1974,A06,DR_20221209_143805,52.0,0.03819995
1975,A06,DR_20221209_143805,53.0,0.0095493775
1976,A06,DR_20221209_143805,54.0,0.22978678
1977,A07,DR_20221209_143805,55.0,1.0001558
1978,A07,DR_20221209_143805,56.0,1.0002776
1979,A07,DR_20221209_143805,57.0,1.0000106
1980,A07,DR_20221209_143805,58.0,1.0003551
1981,A07,DR_20221209_143805,59.0,0.9998072
1982,A07,DR_20221209_143805,60.0,0.99903977
1983,A07,DR_20221209_143805,61.0,1.0000942
1984,A07,DR_20221209_143805,62.0,1.0000412
1985,A07,DR_20221209_143805,63.0,0.9997449
1986,A08,DR_20221209_143805,64.0,0.013816085
1987,A08,DR_20221209_143805,65.0,1.0002075
1988,A08,DR_20221209_143805,66.0,0.006461728
1989,A08,DR_20221209_143805,67.0,0.99983436
1990,A08,DR_20221209_143805,68.0,0.99992603
1991,A08,DR_20221209_143805,69.0,0.99989545
1992,A08,DR_20221209_143805,70.0,1.0013428
1993,A08,DR_20221209_143805,71.0,0.6832152
