,Image_Metadata_WellID,Image_Metadata_PlateID,ImageNumber,score
1941,A03,DR_20221209_143805,19.0,0.137843
1942,A03,DR_20221209_143805,20.0,0.20591249
1943,A03,DR_20221209_143805,21.0,0.13269821
1944,A03,DR_20221209_143805,22.0,0.12681635
1945,A03,DR_20221209_143805,23.0,0.13952108
1946,A03,DR_20221209_143805,24.0,-0.08407695
1947,A03,DR_20221209_143805,25.0,0.39643905
1948,A03,DR_20221209_143805,26.0,0.54824847
1949,A03,DR_20221209_143805,27.0,0.11701571
1950,A04,DR_20221209_143805,28.0,0.015321773
1951,A04,DR_20221209_143805,29.0,0.033387404
1952,A04,DR_20221209_143805,30.0,0.0991025
1953,A04,DR_20221209_143805,31.0,0.0050378162
1954,A04,DR_20221209_143805,32.0,0.08884941
1955,A04,DR_20221209_143805,33.0,0.04116331
1956,A04,DR_20221209_143805,34.0,0.02776031
1957,A04,DR_20221209_143805,35.0,-0.0060084006
1958,A04,DR_20221209_143805,36.0,-0.00057518855
1959,A05,DR_20221209_143805,37.0,-0.008899231
1960,A05,DR_20221209_143805,38.0,0.010214527
1961,A05,DR_20221209_143805,39.0,0.010757248
1962,A05,DR_20221209_143805,40.0,-0.015197881
1963,A05,DR_20221209_143805,41.0,0.01743219
1964,A05,DR_20221209_143805,42.0,-0.014842742
1965,A05,DR_20221209_143805,43.0,0.0042112935
1966,A05,DR_20221209_143805,44.0,-0.018475948
1967,A05,DR_20221209_143805,45.0,0.023786614
1968,A06,DR_20221209_143805,46.0,0.005092933
1969,A06,DR_20221209_143805,47.0,0.01298308
1970,A06,DR_20221209_143805,48.0,0.006428848
1971,A06,DR_20221209_143805,49.0,-0.026705809
1972,A06,DR_20221209_143805,50.0,-0.083186366
1973,A06,DR_20221209_143805,51.0,0.013631224
1974,A06,DR_20221209_143805,52.0,0.0587859
1975,A06,DR_20221209_143805,53.0,0.0069696032
1976,A06,DR_20221209_143805,54.0,0.01683008
1977,A07,DR_20221209_143805,55.0,0.013082122
1978,A07,DR_20221209_143805,56.0,0.01707794
1979,A07,DR_20221209_143805,57.0,0.028255234
1980,A07,DR_20221209_143805,58.0,-0.05608332
1981,A07,DR_20221209_143805,59.0,0.033537522
1982,A07,DR_20221209_143805,60.0,-0.0027014152
1983,A07,DR_20221209_143805,61.0,0.0068167485
1984,A07,DR_20221209_143805,62.0,0.0020412025
1985,A07,DR_20221209_143805,63.0,0.00696117
1986,A08,DR_20221209_143805,64.0,0.021775912
1987,A08,DR_20221209_143805,65.0,0.0030243357
1988,A08,DR_20221209_143805,66.0,-0.016354412
1989,A08,DR_20221209_143805,67.0,0.03097912
1990,A08,DR_20221209_143805,68.0,0.0020462945
1991,A08,DR_20221209_143805,69.0,-0.0038089787
1992,A08,DR_20221209_143805,70.0,0.061017245
1993,A08,DR_20221209_143805,71.0,-0.02830742
1994,A08,DR_20221209_143805,72.0,0.007270162
1995,A09,DR_20221209_143805,73.0,9.3324925e-06
1996,A09,DR_20221209_143805,74.0,-0.006151375
1997,A09,DR_20221209_143805,75.0,0.014187923
1998,A09,DR_20221209_143805,76.0,0.07341128
1999,A09,DR_20221209_143805,77.0,-0.0124409115
2000,A09,DR_20221209_143805,78.0,-0.030279236
2001,A09,DR_20221209_143805,79.0,0.0628468
2002,A09,DR_20221209_143805,80.0,0.010726122
2003,A09,DR_20221209_143805,81.0,0.016374474
2004,A10,DR_20221209_143805,82.0,-0.007320085
2005,A10,DR_20221209_143805,83.0,-0.0014095115
2006,A10,DR_20221209_143805,84.0,0.018553432
2007,A10,DR_20221209_143805,85.0,-9.606513e-05
2008,A10,DR_20221209_143805,86.0,-0.013003113
2009,A10,DR_20221209_143805,87.0,-0.0095200455
2010,A10,DR_20221209_143805,88.0,-0.015797755
